Request_ID,Customer_ID,Account_ID,Request_Type,Created_Date,Assigned_Team,Priority,SLA_Hours,Resolved_Date,Status,Resolution_Hours,Escalation_Flag
SR0003762,C002462,A0002612,Debit Card Request,2024-11-24 10:00:00,Cards Team,Low,24,2024-11-26 12:00:00,Resolved,50.0,Yes
SR0003763,C002540,A0000437,Name Change,2024-10-15 16:00:00,Branch Ops,High,72,,In Progress,,No
SR0003764,C003698,A0006158,Email Update,2025-05-24 11:00:00,Cards Team,High,48,2025-05-25 01:00:00,Resolved,14.0,No
SR0003765,C003074,A0000319,Debit Card Request,2025-10-18 06:00:00,Customer Service,Medium,72,2025-10-18 11:00:00,Resolved,5.0,No
SR0003766,C001474,A0004469,KYC Update,2024-05-28 10:00:00,Customer Service,Medium,72,,In Progress,,No
SR0003767,C002367,A0000850,KYC Update,2025-02-11 01:00:00,Branch Ops,High,48,2025-02-11 14:00:00,Resolved,13.0,No
SR0003768,C001310,A0000095,Account Activation,2024-02-02 23:00:00,Customer Service,Medium,24,,In Progress,,No
SR0003769,C000526,A0004361,Email Update,2025-06-11 17:00:00,Branch Ops,High,72,2025-06-13 03:00:00,Resolved,34.0,No
SR0003770,C002817,A0001645,Account Closure,2024-01-27 12:00:00,KYC Team,Medium,24,2024-01-28 22:00:00,Resolved,34.0,Yes
SR0003771,C000187,A0002674,KYC Update,2026-03-22 00:00:00,Account Ops,High,48,2026-03-23 22:00:00,Resolved,46.0,No
SR0003772,C004477,A0002269,Address Change,2024-09-20 14:00:00,Customer Service,High,72,2024-09-21 14:00:00,Closed,24.0,No
SR0003773,C001897,A0004817,Mobile Update,2025-10-08 14:00:00,Branch Ops,Medium,24,,In Progress,,No
SR0003774,C004247,A0000933,Mobile Update,2025-11-11 18:00:00,Branch Ops,Medium,48,2025-11-13 01:00:00,Resolved,31.0,No
SR0003775,C004057,A0000614,Debit Card Request,2026-04-03 02:00:00,KYC Team,Medium,48,,In Progress,,No
SR0003776,C003821,A0004165,KYC Update,2024-06-04 01:00:00,Branch Ops,Medium,48,2024-06-04 09:00:00,Closed,8.0,No
SR0003777,C001846,A0003442,Address Change,2025-08-10 01:00:00,Branch Ops,Medium,48,2025-08-10 15:00:00,Resolved,14.0,No
SR0003778,C002499,A0004545,Name Change,2024-12-08 04:00:00,Branch Ops,Medium,72,2024-12-11 00:00:00,Resolved,68.0,No
SR0003779,C001285,A0005787,Account Activation,2025-08-03 06:00:00,Account Ops,Medium,24,,Pending,,No
SR0003780,C001297,A0006081,Email Update,2024-07-01 01:00:00,Customer Service,Medium,48,,Pending,,No
SR0003781,C001471,A0006289,Address Change,2026-04-22 18:00:00,Account Ops,Medium,48,2026-04-22 23:00:00,Resolved,5.0,No
SR0003782,C000017,A0003453,Debit Card Request,2025-03-26 07:00:00,Account Ops,Low,24,,Pending,,No
SR0003783,C004686,A0003519,Address Change,2025-05-12 08:00:00,Customer Service,Low,72,2025-05-13 10:00:00,Resolved,26.0,No
SR0003784,C000821,A0005987,Address Change,2025-12-24 12:00:00,Account Ops,High,24,2025-12-26 08:00:00,Resolved,44.0,Yes
SR0003785,C000875,A0001290,Account Closure,2026-02-11 17:00:00,Cards Team,High,24,2026-02-15 13:00:00,Resolved,92.0,Yes
SR0003786,C003122,A0005891,Debit Card Request,2025-01-05 14:00:00,Branch Ops,High,72,,Pending,,No
SR0003787,C001898,A0005171,Account Activation,2024-09-01 04:00:00,Cards Team,Medium,24,2024-09-04 05:00:00,Resolved,73.0,Yes
SR0003788,C002108,A0003289,Address Change,2024-05-09 02:00:00,KYC Team,Medium,72,2024-05-09 18:00:00,Resolved,16.0,No
SR0003789,C001277,A0002394,Email Update,2026-06-02 08:00:00,Customer Service,Medium,24,2026-06-03 10:00:00,Resolved,26.0,Yes
SR0003790,C003475,A0002121,Account Activation,2024-05-11 13:00:00,KYC Team,High,24,2024-05-14 01:00:00,Resolved,60.0,Yes
SR0003791,C001306,A0004208,Debit Card Request,2026-04-02 19:00:00,KYC Team,High,72,2026-04-06 09:00:00,Resolved,86.0,Yes
SR0003792,C000208,A0002975,Email Update,2024-12-01 21:00:00,KYC Team,High,72,2024-12-02 07:00:00,Resolved,10.0,No
SR0003793,C002715,A0003885,Debit Card Request,2024-08-07 06:00:00,Cards Team,Medium,72,2024-08-07 15:00:00,Resolved,9.0,No
SR0003794,C001234,A0000346,Account Activation,2024-03-26 00:00:00,KYC Team,Medium,48,2024-03-26 08:00:00,Resolved,8.0,No
SR0003795,C002795,A0001423,Account Closure,2024-11-05 07:00:00,Cards Team,High,48,2024-11-06 18:00:00,Closed,35.0,No
SR0003796,C001615,A0001378,Mobile Update,2024-04-15 17:00:00,Branch Ops,Medium,24,2024-04-16 18:00:00,Resolved,25.0,Yes
SR0003797,C002790,A0001540,Account Closure,2025-12-18 10:00:00,Cards Team,Medium,48,2025-12-22 17:00:00,Resolved,103.0,Yes
SR0003798,C002070,A0006231,Debit Card Request,2025-01-17 03:00:00,Cards Team,High,72,2025-01-18 08:00:00,Resolved,29.0,No
SR0003799,C001055,A0003706,Name Change,2026-03-27 21:00:00,Branch Ops,Medium,48,2026-03-28 16:00:00,Resolved,19.0,No
SR0003800,C004444,A0005407,Mobile Update,2026-06-26 20:00:00,Cards Team,Medium,48,,Pending,,No
SR0003801,C001546,A0006355,Account Closure,2025-08-05 17:00:00,Customer Service,Medium,72,2025-08-07 00:00:00,Resolved,31.0,No
SR0003802,C000574,A0000472,KYC Update,2025-04-22 14:00:00,Branch Ops,Medium,48,2025-04-22 19:00:00,Resolved,5.0,No
SR0003803,C003734,A0002732,Name Change,2024-05-27 17:00:00,Branch Ops,Low,48,,Pending,,No
SR0003804,C003043,A0000875,Debit Card Request,2026-04-13 18:00:00,KYC Team,Medium,24,2026-04-17 16:00:00,Resolved,94.0,Yes
SR0003805,C004796,A0002248,Email Update,2025-12-13 15:00:00,Account Ops,Medium,48,,Pending,,No
SR0003806,C004386,A0004194,KYC Update,2025-12-20 13:00:00,Branch Ops,Medium,48,2025-12-21 16:00:00,Closed,27.0,No
SR0003807,C004787,A0002472,Account Closure,2024-12-03 16:00:00,Branch Ops,Medium,48,2024-12-03 20:00:00,Resolved,4.0,No
SR0003808,C000289,A0001563,Name Change,2024-01-25 20:00:00,Account Ops,Medium,72,2024-01-27 13:00:00,Closed,41.0,No
SR0003809,C002855,A0002949,Address Change,2024-09-11 16:00:00,Cards Team,Medium,48,2024-09-12 09:00:00,Resolved,17.0,No
SR0003810,C004331,A0006152,Account Activation,2025-05-08 07:00:00,Cards Team,High,24,2025-05-08 11:00:00,Resolved,4.0,No
SR0003811,C004299,A0004130,Account Closure,2024-06-27 16:00:00,Branch Ops,High,48,2024-06-29 13:00:00,Resolved,45.0,No
SR0003812,C001837,A0003932,Name Change,2024-04-14 21:00:00,Cards Team,High,24,,In Progress,,No
SR0003813,C004013,A0001622,Debit Card Request,2025-12-26 18:00:00,Account Ops,Medium,24,2025-12-29 15:00:00,Resolved,69.0,Yes
SR0003814,C001623,A0004188,Email Update,2025-09-04 00:00:00,Cards Team,Medium,24,,In Progress,,No
SR0003815,C003595,A0003149,Debit Card Request,2024-06-10 00:00:00,Branch Ops,Medium,48,2024-06-12 01:00:00,Resolved,49.0,Yes
SR0003816,C004050,A0003777,Address Change,2024-05-23 08:00:00,Customer Service,High,48,,In Progress,,No
SR0003817,C004846,A0005160,Email Update,2026-06-02 16:00:00,Customer Service,High,48,2026-06-08 09:00:00,Closed,137.0,Yes
SR0003818,C000205,A0003893,KYC Update,2024-04-18 19:00:00,KYC Team,Medium,48,2024-04-19 15:00:00,Resolved,20.0,Yes
SR0003819,C004173,A0002686,Email Update,2024-01-21 17:00:00,Account Ops,Low,48,2024-01-22 18:00:00,Resolved,25.0,No
SR0003820,C001798,A0003161,KYC Update,2026-03-26 10:00:00,KYC Team,Low,48,2026-03-29 11:00:00,Closed,73.0,Yes
SR0003821,C004321,A0002663,Address Change,2024-03-25 15:00:00,Customer Service,Medium,72,2024-03-27 04:00:00,Resolved,37.0,No
SR0003822,C000013,A0005730,Name Change,2025-08-22 09:00:00,Cards Team,Medium,48,2025-08-24 06:00:00,Resolved,45.0,No
SR0003823,C003749,A0002616,Email Update,2024-10-26 16:00:00,KYC Team,High,48,2024-10-27 07:00:00,Resolved,15.0,No
SR0003824,C004536,A0000623,Email Update,2026-04-24 13:00:00,Customer Service,Low,48,2026-04-25 06:00:00,Closed,17.0,No
SR0003825,C001803,A0003740,KYC Update,2024-11-01 14:00:00,Account Ops,Medium,24,,Pending,,No
SR0003826,C003112,A0005615,Mobile Update,2024-03-23 09:00:00,Account Ops,Medium,24,2024-03-24 09:00:00,Resolved,24.0,No
SR0003827,C000137,A0005440,Name Change,2026-04-02 12:00:00,Account Ops,Medium,72,2026-04-06 11:00:00,Resolved,95.0,Yes
SR0003828,C003152,A0005474,Debit Card Request,2025-10-18 10:00:00,Branch Ops,High,24,2025-10-19 09:00:00,Resolved,23.0,No
SR0003829,C004331,A0005426,Name Change,2025-06-30 17:00:00,Customer Service,Low,48,2025-07-02 02:00:00,Resolved,33.0,No
SR0003830,C004527,A0003098,Debit Card Request,2024-11-01 03:00:00,Branch Ops,High,48,2024-11-01 09:00:00,Resolved,6.0,No
SR0003831,C002673,A0004663,Debit Card Request,2025-09-23 15:00:00,Branch Ops,Low,24,2025-09-25 00:00:00,Resolved,33.0,Yes
SR0003832,C001762,A0002100,Account Activation,2026-06-16 14:00:00,Cards Team,Medium,72,2026-06-20 07:00:00,Closed,89.0,Yes
SR0003833,C000823,A0004217,Email Update,2025-01-27 13:00:00,Customer Service,Low,48,2025-01-29 04:00:00,Resolved,39.0,No
SR0003834,C003312,A0002038,Address Change,2025-05-04 04:00:00,Cards Team,Medium,48,2025-05-05 00:00:00,Resolved,20.0,No
SR0003835,C001318,A0000881,Debit Card Request,2024-01-16 19:00:00,Branch Ops,Medium,24,2024-01-18 18:00:00,Resolved,47.0,Yes
SR0003836,C004081,A0003102,Debit Card Request,2025-06-08 10:00:00,KYC Team,Medium,72,2025-06-09 09:00:00,Closed,23.0,No
SR0003837,C001591,A0002768,Debit Card Request,2024-02-06 07:00:00,KYC Team,Medium,48,2024-02-07 04:00:00,Resolved,21.0,No
SR0003838,C000611,A0001389,Email Update,2025-03-25 23:00:00,Branch Ops,Medium,72,2025-03-27 01:00:00,Resolved,26.0,No
SR0003839,C004463,A0002505,Account Activation,2024-02-08 05:00:00,Customer Service,Low,24,2024-02-10 15:00:00,Closed,58.0,Yes
SR0003840,C002326,A0003258,Mobile Update,2025-11-13 05:00:00,Branch Ops,Medium,48,,Pending,,No
SR0003841,C000165,A0002312,Mobile Update,2025-04-02 19:00:00,KYC Team,Medium,72,2025-04-03 14:00:00,Resolved,19.0,No
SR0003842,C003940,A0005740,Account Closure,2024-07-30 03:00:00,Customer Service,High,48,2024-07-30 16:00:00,Resolved,13.0,Yes
SR0003843,C000609,A0005745,Address Change,2024-02-19 21:00:00,Branch Ops,Medium,48,2024-02-20 21:00:00,Resolved,24.0,No
SR0003844,C002890,A0002543,KYC Update,2024-06-17 20:00:00,Account Ops,Medium,48,2024-06-18 06:00:00,Resolved,10.0,No
SR0003845,C000651,A0003952,Name Change,2024-11-03 00:00:00,Cards Team,High,48,2024-11-03 19:00:00,Resolved,19.0,No
SR0003846,C002916,A0001710,Name Change,2025-01-21 12:00:00,Customer Service,Medium,24,2025-01-21 22:00:00,Resolved,10.0,No
SR0003847,C004871,A0003502,KYC Update,2025-07-25 23:00:00,Cards Team,Medium,48,2025-07-26 17:00:00,Resolved,18.0,No
SR0003848,C003159,A0005363,Account Activation,2025-08-29 17:00:00,Branch Ops,Medium,24,,Pending,,No
SR0003849,C003527,A0002454,Debit Card Request,2026-04-29 18:00:00,Branch Ops,Medium,24,2026-05-01 15:00:00,Resolved,45.0,Yes
SR0003850,C001828,A0001170,Email Update,2026-04-04 02:00:00,Customer Service,Low,48,2026-04-04 21:00:00,Closed,19.0,No
SR0003851,C001654,A0000625,Account Activation,2026-01-02 01:00:00,Account Ops,Low,24,2026-01-02 20:00:00,Resolved,19.0,No
SR0003852,C004353,A0004638,Name Change,2024-03-14 02:00:00,KYC Team,Medium,48,2024-03-14 11:00:00,Closed,9.0,No
SR0003853,C004595,A0004445,KYC Update,2026-06-22 12:00:00,Customer Service,Medium,48,,Pending,,No
SR0003854,C002588,A0006060,Name Change,2026-01-09 01:00:00,Customer Service,Low,48,2026-01-09 14:00:00,Closed,13.0,No
SR0003855,C000545,A0003096,Account Activation,2024-08-27 05:00:00,Branch Ops,High,24,2024-08-27 23:00:00,Resolved,18.0,No
SR0003856,C003929,A0000504,Email Update,2024-04-28 09:00:00,Branch Ops,Low,72,,In Progress,,No
SR0003857,C000486,A0002367,Mobile Update,2026-01-31 14:00:00,Branch Ops,High,24,2026-02-01 04:00:00,Resolved,14.0,No
SR0003858,C003877,A0006272,Name Change,2024-04-10 11:00:00,Customer Service,Medium,72,,Pending,,No
SR0003859,C000660,A0004334,Account Closure,2025-05-09 21:00:00,Branch Ops,High,48,2025-05-13 15:00:00,Resolved,90.0,Yes
SR0003860,C004026,A0006434,KYC Update,2024-07-16 20:00:00,Account Ops,Low,24,,Pending,,No
SR0003861,C004881,A0000699,Debit Card Request,2025-02-13 23:00:00,Account Ops,Medium,48,2025-02-15 21:00:00,Resolved,46.0,No
SR0003862,C000774,A0005398,KYC Update,2024-08-28 14:00:00,Customer Service,Medium,24,2024-08-30 16:00:00,Resolved,50.0,Yes
SR0003863,C001172,A0005697,Debit Card Request,2025-05-25 07:00:00,KYC Team,Medium,48,2025-05-25 15:00:00,Resolved,8.0,No
SR0003864,C002654,A0001686,Address Change,2026-03-11 19:00:00,KYC Team,Medium,48,,In Progress,,No
SR0003865,C002430,A0004686,Email Update,2024-03-05 12:00:00,Account Ops,High,24,2024-03-06 22:00:00,Resolved,34.0,Yes
SR0003866,C000259,A0003438,Account Activation,2024-01-15 16:00:00,Cards Team,High,72,2024-01-16 08:00:00,Resolved,16.0,No
SR0003867,C004323,A0005181,Debit Card Request,2024-01-30 13:00:00,Cards Team,Low,48,2024-01-31 20:00:00,Resolved,31.0,No
SR0003868,C000119,A0002683,Email Update,2025-01-10 23:00:00,Branch Ops,Low,48,2025-01-13 09:00:00,Resolved,58.0,Yes
SR0003869,C002558,A0006165,Email Update,2025-05-02 04:00:00,Account Ops,High,24,2025-05-03 12:00:00,Resolved,32.0,Yes
SR0003870,C002990,A0002964,Account Activation,2026-06-30 05:00:00,Customer Service,Low,24,2026-06-30 20:00:00,Resolved,15.0,No
SR0003871,C004420,A0004023,Address Change,2025-06-25 21:00:00,Account Ops,Medium,72,2025-06-27 21:00:00,Resolved,48.0,No
SR0003872,C004062,A0002007,KYC Update,2026-03-06 10:00:00,Account Ops,Medium,48,2026-03-08 10:00:00,Resolved,48.0,No
SR0003873,C002312,A0006406,KYC Update,2026-05-22 09:00:00,Cards Team,Medium,24,2026-05-25 22:00:00,Resolved,85.0,Yes
SR0003874,C003590,A0004952,Address Change,2026-04-08 07:00:00,Customer Service,High,24,2026-04-08 21:00:00,Resolved,14.0,No
SR0003875,C002456,A0000483,Email Update,2026-06-06 13:00:00,Account Ops,Low,24,2026-06-07 08:00:00,Resolved,19.0,No
SR0003876,C001210,A0004400,Debit Card Request,2026-01-20 09:00:00,Customer Service,Medium,48,2026-01-22 01:00:00,Resolved,40.0,No
SR0003877,C001416,A0004097,Mobile Update,2024-05-15 08:00:00,Account Ops,Medium,72,2024-05-15 22:00:00,Resolved,14.0,No
SR0003878,C004696,A0006284,Mobile Update,2024-08-27 14:00:00,Account Ops,Medium,48,2024-08-28 10:00:00,Resolved,20.0,No
SR0003879,C002806,A0003520,Email Update,2024-06-05 12:00:00,Branch Ops,High,24,2024-06-07 02:00:00,Resolved,38.0,Yes
SR0003880,C001875,A0003366,KYC Update,2024-02-13 23:00:00,KYC Team,Low,48,2024-02-14 16:00:00,Closed,17.0,No
SR0003881,C004575,A0005080,Account Activation,2024-12-10 17:00:00,KYC Team,Medium,48,2024-12-11 05:00:00,Resolved,12.0,No
SR0003882,C002012,A0001057,Account Activation,2025-09-11 06:00:00,Customer Service,High,24,,Pending,,No
SR0003883,C004086,A0005087,KYC Update,2025-06-28 15:00:00,Cards Team,High,48,2025-06-29 13:00:00,Resolved,22.0,No
SR0003884,C000576,A0000089,Email Update,2024-10-27 14:00:00,Cards Team,Medium,24,2024-10-28 10:00:00,Closed,20.0,No
SR0003885,C003637,A0001905,Mobile Update,2025-07-10 18:00:00,Account Ops,Medium,72,2025-07-11 17:00:00,Closed,23.0,No
SR0003886,C002044,A0001100,Debit Card Request,2025-05-08 02:00:00,Branch Ops,High,48,2025-05-09 09:00:00,Resolved,31.0,No
SR0003887,C004101,A0004631,Mobile Update,2024-11-11 14:00:00,Branch Ops,High,48,2024-11-13 01:00:00,Resolved,35.0,No
SR0003888,C003754,A0002523,Account Activation,2025-01-05 09:00:00,Account Ops,Low,24,2025-01-06 19:00:00,Resolved,34.0,Yes
SR0003889,C003620,A0005897,Address Change,2025-08-06 02:00:00,Cards Team,Medium,24,2025-08-06 12:00:00,Resolved,10.0,No
SR0003890,C002285,A0004748,Address Change,2025-03-28 09:00:00,Branch Ops,Medium,24,2025-03-28 18:00:00,Resolved,9.0,No
SR0003891,C003737,A0005579,Email Update,2024-01-31 10:00:00,Cards Team,Medium,48,,Pending,,No
SR0003892,C002620,A0002049,Mobile Update,2025-04-17 11:00:00,KYC Team,High,48,2025-04-18 13:00:00,Resolved,26.0,No
SR0003893,C000685,A0005235,Email Update,2025-12-23 06:00:00,Customer Service,Medium,48,2025-12-24 22:00:00,Resolved,40.0,No
SR0003894,C000220,A0005393,KYC Update,2025-02-03 18:00:00,Customer Service,High,48,2025-02-04 20:00:00,Resolved,26.0,No
SR0003895,C001396,A0002009,KYC Update,2025-10-30 14:00:00,KYC Team,Low,48,2025-11-04 11:00:00,Resolved,117.0,Yes
SR0003896,C005000,A0005511,Account Activation,2025-12-07 13:00:00,Account Ops,High,72,2025-12-08 12:00:00,Resolved,23.0,No
SR0003897,C000114,A0005703,Mobile Update,2025-04-07 05:00:00,Branch Ops,Low,48,2025-04-07 16:00:00,Resolved,11.0,No
SR0003898,C002337,A0004130,Mobile Update,2025-01-19 09:00:00,Cards Team,High,72,2025-01-19 15:00:00,Resolved,6.0,No
SR0003899,C000101,A0003055,Mobile Update,2025-09-30 16:00:00,Account Ops,Medium,24,2025-09-30 22:00:00,Resolved,6.0,No
SR0003900,C001005,A0000472,Address Change,2025-11-04 20:00:00,Branch Ops,Medium,48,2025-11-06 00:00:00,Closed,28.0,No
SR0003901,C003735,A0000420,Address Change,2025-09-08 11:00:00,KYC Team,Medium,72,,Pending,,No
SR0003902,C000923,A0002109,Address Change,2026-01-09 22:00:00,Branch Ops,Medium,48,2026-01-11 22:00:00,Resolved,48.0,No
SR0003903,C004071,A0000881,Address Change,2024-09-29 16:00:00,Account Ops,Medium,24,2024-09-30 17:00:00,Resolved,25.0,Yes
SR0003904,C001491,A0002875,KYC Update,2024-08-17 03:00:00,Cards Team,Medium,48,2024-08-20 07:00:00,Resolved,76.0,Yes
SR0003905,C002139,A0003783,Name Change,2026-01-25 10:00:00,KYC Team,Medium,24,2026-01-28 22:00:00,Closed,84.0,Yes
SR0003906,C000653,A0002644,Mobile Update,2024-10-03 08:00:00,Account Ops,Low,72,2024-10-04 03:00:00,Closed,19.0,No
SR0003907,C000093,A0004763,Account Activation,2024-04-09 12:00:00,Customer Service,Medium,48,2024-04-10 08:00:00,Resolved,20.0,No
SR0003908,C002761,A0001032,Email Update,2024-09-13 10:00:00,Cards Team,Low,72,2024-09-14 13:00:00,Closed,27.0,No
SR0003909,C001705,A0004948,Mobile Update,2024-07-15 19:00:00,Cards Team,Medium,24,2024-07-17 00:00:00,Resolved,29.0,Yes
SR0003910,C002120,A0004002,Debit Card Request,2025-04-29 06:00:00,Customer Service,Medium,24,2025-05-01 12:00:00,Resolved,54.0,Yes
SR0003911,C003781,A0003991,KYC Update,2025-07-24 12:00:00,Branch Ops,Medium,48,,Pending,,No
SR0003912,C003713,A0004525,Mobile Update,2025-06-26 13:00:00,Cards Team,Medium,48,2025-06-28 23:00:00,Closed,58.0,Yes
SR0003913,C002807,A0005718,Name Change,2026-04-18 16:00:00,Account Ops,Medium,48,2026-04-18 21:00:00,Resolved,5.0,No
SR0003914,C003536,A0002663,Email Update,2026-05-20 06:00:00,Customer Service,Low,72,2026-05-22 21:00:00,Resolved,63.0,No
SR0003915,C003840,A0000955,Mobile Update,2025-04-09 00:00:00,Customer Service,Medium,72,2025-04-10 00:00:00,Closed,24.0,No
SR0003916,C001955,A0006117,Email Update,2024-03-03 20:00:00,Account Ops,Medium,48,2024-03-04 05:00:00,Resolved,9.0,No
SR0003917,C000484,A0001029,Email Update,2024-07-24 06:00:00,Cards Team,Medium,24,2024-07-24 13:00:00,Resolved,7.0,No
SR0003918,C004348,A0001121,Debit Card Request,2025-04-25 15:00:00,KYC Team,Low,24,2025-04-26 05:00:00,Closed,14.0,No
SR0003919,C000457,A0003912,Debit Card Request,2025-02-18 18:00:00,KYC Team,Medium,24,2025-02-20 13:00:00,Resolved,43.0,Yes
SR0003920,C003551,A0001465,Address Change,2025-01-19 04:00:00,Customer Service,High,48,2025-01-19 19:00:00,Resolved,15.0,Yes
SR0003921,C001523,A0000752,Address Change,2026-05-22 07:00:00,Account Ops,Medium,72,2026-05-23 10:00:00,Resolved,27.0,Yes
SR0003922,C002937,A0003958,KYC Update,2024-03-30 01:00:00,Branch Ops,High,24,2024-03-31 19:00:00,Resolved,42.0,Yes
SR0003923,C000923,A0005590,KYC Update,2026-03-27 05:00:00,Account Ops,Medium,48,2026-03-29 16:00:00,Resolved,59.0,Yes
SR0003924,C000688,A0003865,KYC Update,2025-11-06 14:00:00,Cards Team,High,24,2025-11-08 04:00:00,Resolved,38.0,Yes
SR0003925,C000142,A0000725,Address Change,2024-11-03 13:00:00,Customer Service,Medium,48,2024-11-05 01:00:00,Closed,36.0,No
SR0003926,C000529,A0002588,KYC Update,2024-03-29 23:00:00,Cards Team,Medium,24,2024-03-31 04:00:00,Resolved,29.0,Yes
SR0003927,C002686,A0004551,Debit Card Request,2024-07-30 15:00:00,Customer Service,Medium,72,,In Progress,,No
SR0003928,C004179,A0004905,Mobile Update,2025-08-23 05:00:00,Account Ops,Medium,24,2025-08-23 16:00:00,Resolved,11.0,No
SR0003929,C004870,A0002258,Email Update,2024-03-25 02:00:00,Cards Team,Medium,24,,In Progress,,No
SR0003930,C001045,A0002016,Address Change,2024-08-05 22:00:00,Customer Service,Medium,24,2024-08-07 04:00:00,Resolved,30.0,Yes
SR0003931,C003816,A0005718,Mobile Update,2024-08-28 07:00:00,Cards Team,Low,24,2024-08-28 11:00:00,Resolved,4.0,No
SR0003932,C001970,A0001185,KYC Update,2025-08-23 02:00:00,Customer Service,Medium,48,,In Progress,,No
SR0003933,C000060,A0001786,Email Update,2026-05-11 06:00:00,KYC Team,Low,72,2026-05-15 12:00:00,Resolved,102.0,Yes
SR0003934,C000323,A0004988,Email Update,2024-07-24 00:00:00,KYC Team,Medium,48,2024-07-25 06:00:00,Resolved,30.0,No
SR0003935,C004215,A0003715,Debit Card Request,2024-03-14 06:00:00,Cards Team,Low,72,,In Progress,,No
SR0003936,C003658,A0002275,Account Activation,2025-08-09 17:00:00,Cards Team,Medium,72,2025-08-11 03:00:00,Resolved,34.0,No
SR0003937,C001778,A0006452,Mobile Update,2026-06-19 08:00:00,KYC Team,Medium,24,2026-06-23 11:00:00,Closed,99.0,Yes
SR0003938,C002836,A0002494,Account Closure,2025-07-27 10:00:00,Account Ops,High,72,2025-07-28 08:00:00,Closed,22.0,No
SR0003939,C002243,A0002472,Address Change,2024-06-13 18:00:00,Cards Team,Medium,24,2024-06-16 00:00:00,Resolved,54.0,Yes
SR0003940,C004084,A0003023,Debit Card Request,2025-03-05 12:00:00,KYC Team,Medium,48,2025-03-06 18:00:00,Resolved,30.0,No
SR0003941,C002141,A0003677,Debit Card Request,2026-04-09 20:00:00,Branch Ops,Medium,48,2026-04-11 00:00:00,Resolved,28.0,No
SR0003942,C001138,A0003656,Account Closure,2026-06-30 16:00:00,Branch Ops,High,48,2026-07-02 19:00:00,Resolved,51.0,Yes
SR0003943,C001922,A0002656,Account Activation,2025-07-08 00:00:00,Branch Ops,Medium,48,2025-07-08 16:00:00,Resolved,16.0,No
SR0003944,C004241,A0006235,Address Change,2025-11-20 19:00:00,Customer Service,Medium,24,2025-11-21 22:00:00,Resolved,27.0,Yes
SR0003945,C001816,A0000404,Debit Card Request,2025-07-21 09:00:00,KYC Team,Low,48,2025-07-21 21:00:00,Resolved,12.0,No
SR0003946,C003235,A0005209,Debit Card Request,2026-02-14 06:00:00,Branch Ops,Medium,48,2026-02-14 21:00:00,Resolved,15.0,No
SR0003947,C003145,A0003436,Debit Card Request,2024-05-05 00:00:00,Cards Team,Medium,48,2024-05-05 22:00:00,Resolved,22.0,No
SR0003948,C001615,A0000883,Address Change,2026-05-05 17:00:00,Customer Service,Medium,72,2026-05-08 00:00:00,Resolved,55.0,Yes
SR0003949,C002962,A0003957,Account Closure,2026-05-28 18:00:00,KYC Team,Medium,48,2026-05-31 01:00:00,Resolved,55.0,Yes
SR0003950,C002082,A0002238,KYC Update,2024-05-13 20:00:00,KYC Team,Medium,72,,Pending,,No
SR0003951,C003475,A0000973,KYC Update,2026-01-17 09:00:00,Customer Service,Medium,48,2026-01-19 07:00:00,Resolved,46.0,No
SR0003952,C003976,A0001287,Debit Card Request,2024-10-15 12:00:00,Customer Service,Medium,48,2024-10-16 12:00:00,Resolved,24.0,No
SR0003953,C000824,A0000876,Name Change,2026-03-23 06:00:00,KYC Team,Medium,24,2026-03-26 20:00:00,Resolved,86.0,Yes
SR0003954,C003227,A0002145,Mobile Update,2025-06-09 06:00:00,Customer Service,Medium,48,,In Progress,,No
SR0003955,C002485,A0000883,Email Update,2026-03-20 15:00:00,Branch Ops,Medium,24,2026-03-21 14:00:00,Resolved,23.0,No
SR0003956,C002832,A0005364,Mobile Update,2024-08-13 14:00:00,Branch Ops,High,48,,In Progress,,No
SR0003957,C002651,A0005657,Email Update,2026-05-09 20:00:00,KYC Team,Low,48,2026-05-14 12:00:00,Resolved,112.0,Yes
SR0003958,C001083,A0003462,Mobile Update,2026-02-12 21:00:00,KYC Team,High,24,2026-02-16 18:00:00,Resolved,93.0,Yes
SR0003959,C004015,A0002741,Email Update,2024-12-11 04:00:00,Customer Service,Medium,48,,Pending,,No
SR0003960,C000248,A0006154,Email Update,2024-06-01 12:00:00,Customer Service,Medium,72,2024-06-05 04:00:00,Resolved,88.0,Yes
SR0003961,C001442,A0004947,Mobile Update,2026-04-03 18:00:00,KYC Team,Medium,48,2026-04-08 03:00:00,Resolved,105.0,Yes
SR0003962,C001256,A0004427,Name Change,2025-12-07 05:00:00,Cards Team,Medium,48,2025-12-10 09:00:00,Resolved,76.0,Yes
SR0003963,C004336,A0001142,Debit Card Request,2025-03-09 16:00:00,Account Ops,Medium,48,2025-03-10 00:00:00,Resolved,8.0,No
SR0003964,C000717,A0006019,KYC Update,2025-11-03 01:00:00,Cards Team,Medium,48,,Pending,,Yes
SR0003965,C001083,A0004855,Address Change,2024-02-27 15:00:00,Cards Team,Low,24,2024-03-01 09:00:00,Closed,66.0,Yes
SR0003966,C001683,A0004321,Address Change,2024-06-22 20:00:00,Cards Team,Medium,24,2024-06-23 02:00:00,Resolved,6.0,No
SR0003967,C003137,A0004698,Debit Card Request,2026-06-08 22:00:00,Customer Service,Medium,48,2026-06-09 18:00:00,Closed,20.0,Yes
