Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Channel,Amount,Debit_Credit,Transaction_Status,Failure_Reason
T00007115,A0001030,2025-03-20 00:00:00,Deposit,UPI,7222.94,Debit,Success,
T00007116,A0003976,2025-11-01 00:00:00,Bill Payment,UPI,2926.97,Debit,Success,
T00007117,A0003874,2025-03-09 00:00:00,Cash Withdrawal,UPI,1854.85,Debit,Failed,Limit Exceeded
T00007118,A0002511,2024-11-12 00:00:00,Purchase,UPI,1179.86,Debit,Success,
T00007119,A0004912,2026-01-24 00:00:00,Purchase,UPI,4076.53,Debit,Success,
T00007120,A0001755,2024-04-10 00:00:00,Cash Withdrawal,ATM,5506.97,Debit,Success,
T00007121,A0004671,2024-11-24 00:00:00,Transfer,POS,4503.67,Debit,Success,
T00007122,A0003496,2026-03-04 00:00:00,Purchase,UPI,7841.62,Credit,Success,
T00007123,A0001739,2025-02-16 00:00:00,Deposit,NEFT,3846.63,Debit,Success,
T00007124,A0006364,2024-03-23 00:00:00,Cash Withdrawal,ATM,4618.98,Debit,Success,
T00007125,A0003512,2024-08-21 00:00:00,Purchase,IMPS,774.33,Debit,Success,
T00007126,A0004625,2024-08-16 00:00:00,Cash Withdrawal,POS,1877.95,Debit,Success,
T00007127,A0004499,2024-10-09 00:00:00,Transfer,UPI,1793.42,Debit,Success,
T00007128,A0005944,2024-05-21 00:00:00,Bill Payment,UPI,3289.94,Debit,Success,
T00007129,A0005293,2026-01-17 00:00:00,Transfer,Mobile Banking,4556.22,Debit,Success,
T00007130,A0001199,2025-01-04 00:00:00,Purchase,ATM,4576.84,Debit,Success,
T00007131,A0003148,2025-08-29 00:00:00,Transfer,POS,17524.35,Credit,Success,
T00007132,A0004452,2025-11-22 00:00:00,Bill Payment,IMPS,1135.22,Debit,Success,
T00007133,A0000052,2026-05-08 00:00:00,Cash Withdrawal,UPI,3140.42,Debit,Success,
T00007134,A0001801,2024-09-12 00:00:00,Bill Payment,UPI,7147.43,Debit,Success,
T00007135,A0002747,2024-01-27 00:00:00,Purchase,IMPS,3147.66,Debit,Success,
T00007136,A0001182,2025-09-27 00:00:00,Purchase,POS,1060.8,Debit,Success,
T00007137,A0003995,2025-11-14 00:00:00,Purchase,POS,3937.31,Credit,Success,
T00007138,A0001958,2024-06-17 00:00:00,Bill Payment,UPI,600.21,Credit,Success,
T00007139,A0000916,2026-04-17 00:00:00,Purchase,ATM,7804.39,Debit,Failed,Limit Exceeded
T00007140,A0003151,2025-10-30 00:00:00,Bill Payment,POS,5050.68,Debit,Success,
T00007141,A0006018,2025-05-27 00:00:00,Deposit,IMPS,4533.82,Credit,Success,
T00007142,A0000983,2025-04-14 00:00:00,Cash Withdrawal,Branch,5787.88,Credit,Success,
T00007143,A0001162,2024-10-12 00:00:00,Purchase,POS,8901.78,Debit,Success,
T00007144,A0000736,2024-08-22 00:00:00,Deposit,UPI,15329.72,Credit,Success,
T00007145,A0000992,2025-07-30 00:00:00,Cash Withdrawal,POS,11068.88,Debit,Success,
T00007146,A0002788,2024-09-07 00:00:00,Cash Withdrawal,ATM,27641.26,Debit,Success,
T00007147,A0000008,2024-04-07 00:00:00,Deposit,POS,3582.96,Debit,Success,
T00007148,A0000830,2025-07-31 00:00:00,Purchase,UPI,575.01,Debit,Success,
T00007149,A0001625,2024-03-23 00:00:00,Transfer,POS,15383.86,Credit,Success,
T00007150,A0000001,2024-08-28 00:00:00,Deposit,UPI,5226.14,Debit,Success,
T00007151,A0005434,2026-06-04 00:00:00,Purchase,UPI,4805.91,Credit,Success,
T00007152,A0001965,2024-10-05 00:00:00,Cash Withdrawal,UPI,3198.87,Debit,Success,
T00007153,A0004677,2025-12-22 00:00:00,Purchase,Branch,2682.38,Debit,Success,
T00007154,A0004396,2025-12-19 00:00:00,Transfer,ATM,1692.92,Debit,Success,
T00007155,A0000976,2025-03-29 00:00:00,Purchase,IMPS,3258.22,Debit,Success,
T00007156,A0000936,2025-01-18 00:00:00,Transfer,ATM,2415.17,Debit,Success,
T00007157,A0006069,2026-04-01 00:00:00,Transfer,UPI,758.81,Debit,Success,
T00007158,A0003204,2024-04-12 00:00:00,Transfer,POS,1426.92,Credit,Success,
T00007159,A0004160,2024-10-24 00:00:00,Purchase,POS,2386.84,Debit,Success,
T00007160,A0004539,2024-07-26 00:00:00,Cash Withdrawal,UPI,7901.11,Debit,Success,
T00007161,A0003291,2026-06-11 00:00:00,Transfer,IMPS,1847.3,Debit,Success,
T00007162,A0004231,2025-01-12 00:00:00,Cash Withdrawal,UPI,4218.14,Debit,Success,
T00007163,A0000816,2024-03-06 00:00:00,Bill Payment,UPI,758.94,Debit,Success,
T00007164,A0005895,2025-04-17 00:00:00,Transfer,UPI,11424.21,Debit,Failed,Authentication Failed
T00007165,A0005782,2025-07-29 00:00:00,Cash Withdrawal,UPI,1098.13,Credit,Pending,
T00007166,A0004953,2026-06-05 00:00:00,Purchase,Mobile Banking,3550.82,Debit,Success,
T00007167,A0003904,2024-01-17 00:00:00,Bill Payment,IMPS,4676.03,Debit,Success,
T00007168,A0002786,2024-12-03 00:00:00,Transfer,UPI,5541.57,Debit,Success,
T00007169,A0000895,2025-08-06 00:00:00,Purchase,Mobile Banking,817.29,Debit,Success,
T00007170,A0002317,2024-07-05 00:00:00,Bill Payment,ATM,802.2,Debit,Success,
T00007171,A0003135,2026-02-09 00:00:00,Transfer,UPI,5963.45,Debit,Success,
T00007172,A0005054,2024-07-23 00:00:00,Bill Payment,IMPS,2688.51,Debit,Success,
T00007173,A0000241,2026-04-12 00:00:00,Cash Withdrawal,IMPS,2640.57,Debit,Success,
T00007174,A0002817,2025-10-07 00:00:00,Transfer,ATM,8840.07,Debit,Success,
T00007175,A0000496,2026-03-03 00:00:00,Transfer,ATM,2821.29,Debit,Success,
T00007176,A0004069,2024-03-01 00:00:00,Cash Withdrawal,POS,2621.81,Debit,Success,
T00007177,A0001211,2026-02-17 00:00:00,Purchase,NEFT,4679.09,Credit,Success,
T00007178,A0003255,2025-04-18 00:00:00,Deposit,IMPS,5039.71,Debit,Success,
T00007179,A0002770,2025-12-24 00:00:00,Purchase,UPI,1226.79,Debit,Success,
T00007180,A0003441,2025-05-30 00:00:00,Purchase,Branch,4574.14,Credit,Success,
T00007181,A0005316,2024-09-10 00:00:00,Transfer,NEFT,13461.58,Debit,Success,
T00007182,A0001192,2025-03-20 00:00:00,Purchase,Branch,571.42,Debit,Success,
T00007183,A0004365,2025-07-26 00:00:00,Transfer,IMPS,3945.57,Credit,Success,
T00007184,A0002415,2025-08-28 00:00:00,Transfer,UPI,4717.26,Debit,Success,
T00007185,A0004449,2026-05-05 00:00:00,Bill Payment,UPI,1784.88,Debit,Success,
T00007186,A0001962,2024-03-11 00:00:00,Transfer,NEFT,3352.6,Debit,Success,
T00007187,A0000493,2024-11-22 00:00:00,Transfer,UPI,5116.69,Debit,Success,
T00007188,A0002125,2025-01-10 00:00:00,Cash Withdrawal,UPI,22896.41,Debit,Success,
T00007189,A0001292,2024-05-12 00:00:00,Bill Payment,IMPS,7131.46,Debit,Success,
T00007190,A0003407,2024-07-11 00:00:00,Transfer,ATM,1659.17,Debit,Success,
T00007191,A0002885,2025-11-21 00:00:00,Bill Payment,IMPS,11848.51,Credit,Success,
T00007192,A0005688,2024-09-27 00:00:00,Bill Payment,UPI,3425.64,Credit,Success,
T00007193,A0006100,2026-06-27 00:00:00,Bill Payment,UPI,9834.81,Credit,Success,
T00007194,A0001114,2026-03-12 00:00:00,Purchase,UPI,1319.27,Debit,Success,
T00007195,A0004077,2024-01-11 00:00:00,Transfer,ATM,1112.82,Debit,Success,
T00007196,A0000901,2024-12-28 00:00:00,Purchase,UPI,1238.55,Debit,Success,
T00007197,A0001365,2025-03-26 00:00:00,Bill Payment,ATM,3642.11,Debit,Success,
T00007198,A0001572,2025-07-06 00:00:00,Purchase,NEFT,2997.17,Debit,Success,
T00007199,A0000037,2024-01-04 00:00:00,Bill Payment,UPI,2333.01,Credit,Success,
T00007200,A0002967,2025-06-15 00:00:00,Cash Withdrawal,NEFT,738.8,Credit,Pending,
T00007201,A0000423,2025-06-21 00:00:00,Bill Payment,UPI,5144.85,Debit,Success,
T00007202,A0002386,2025-03-30 00:00:00,Cash Withdrawal,POS,876.54,Debit,Success,
T00007203,A0001148,2024-02-28 00:00:00,Purchase,UPI,1108.95,Credit,Success,
T00007204,A0006437,2024-09-14 00:00:00,Transfer,ATM,4403.8,Debit,Success,
T00007205,A0004089,2025-09-25 00:00:00,Bill Payment,ATM,24712.31,Credit,Failed,Technical Error
T00007206,A0000434,2025-10-19 00:00:00,Deposit,Mobile Banking,6804.69,Debit,Success,
T00007207,A0000935,2024-07-27 00:00:00,Bill Payment,Mobile Banking,4211.07,Debit,Success,
T00007208,A0005640,2024-12-15 00:00:00,Transfer,UPI,5114.37,Debit,Success,
T00007209,A0000271,2025-12-14 00:00:00,Purchase,UPI,1912.52,Debit,Success,
T00007210,A0003682,2024-12-03 00:00:00,Purchase,Mobile Banking,3161.37,Debit,Success,
T00007211,A0003736,2025-12-24 00:00:00,Transfer,Mobile Banking,4328.9,Debit,Success,
T00007212,A0004612,2025-01-31 00:00:00,Cash Withdrawal,Branch,842.77,Debit,Success,
T00007213,A0001154,2026-05-11 00:00:00,Cash Withdrawal,ATM,2190.02,Debit,Success,
T00007214,A0006441,2026-06-14 00:00:00,Transfer,POS,4885.52,Credit,Success,
T00007215,A0001456,2025-10-12 00:00:00,Purchase,Mobile Banking,286.33,Credit,Success,
T00007216,A0000626,2025-12-02 00:00:00,Bill Payment,Mobile Banking,7034.33,Debit,Success,
T00007217,A0006278,2024-08-11 00:00:00,Purchase,UPI,8658.41,Credit,Success,
T00007218,A0005079,2025-01-28 00:00:00,Transfer,IMPS,1635.43,Debit,Success,
T00007219,A0005292,2024-10-28 00:00:00,Bill Payment,POS,444.42,Credit,Success,
T00007220,A0005857,2025-09-04 00:00:00,Bill Payment,UPI,3423.11,Credit,Success,
T00007221,A0005429,2025-12-10 00:00:00,Bill Payment,Mobile Banking,3597.17,Debit,Success,
T00007222,A0006341,2025-10-12 00:00:00,Purchase,POS,2955.49,Debit,Success,
T00007223,A0000207,2025-03-23 00:00:00,Purchase,ATM,6564.19,Debit,Success,
T00007224,A0001727,2025-08-17 00:00:00,Bill Payment,UPI,28873.31,Debit,Success,
T00007225,A0006310,2025-11-22 00:00:00,Bill Payment,ATM,14537.58,Debit,Success,
T00007226,A0003237,2026-01-20 00:00:00,Purchase,IMPS,1563.61,Debit,Success,
T00007227,A0003128,2026-04-02 00:00:00,Purchase,NEFT,1847.58,Credit,Success,
T00007228,A0003031,2024-12-16 00:00:00,Cash Withdrawal,Mobile Banking,5569.74,Debit,Success,
T00007229,A0000568,2025-09-19 00:00:00,Transfer,Mobile Banking,2173.33,Credit,Success,
T00007230,A0003557,2024-01-30 00:00:00,Transfer,Mobile Banking,9092.4,Debit,Success,
T00007231,A0002046,2024-03-18 00:00:00,Purchase,Branch,23184.89,Debit,Success,
T00007232,A0002013,2025-12-04 00:00:00,Transfer,Branch,1171.17,Debit,Success,
T00007233,A0000662,2025-08-01 00:00:00,Purchase,UPI,6353.13,Debit,Success,
T00007234,A0005038,2025-09-22 00:00:00,Purchase,IMPS,4945.28,Debit,Success,
T00007235,A0002128,2025-07-09 00:00:00,Purchase,Mobile Banking,4870.97,Debit,Success,
T00007236,A0003336,2026-06-21 00:00:00,Cash Withdrawal,IMPS,3228.38,Debit,Success,
T00007237,A0000830,2024-05-11 00:00:00,Transfer,UPI,109.09,Debit,Success,
T00007238,A0000597,2024-01-19 00:00:00,Purchase,UPI,6497.1,Debit,Success,
T00007239,A0001626,2025-02-26 00:00:00,Purchase,IMPS,2475.49,Debit,Failed,Technical Error
T00007240,A0001141,2024-06-08 00:00:00,Bill Payment,ATM,23309.32,Debit,Success,
T00007241,A0000440,2024-09-22 00:00:00,Bill Payment,UPI,2260.96,Credit,Failed,Authentication Failed
T00007242,A0004121,2025-10-04 00:00:00,Purchase,ATM,382.43,Debit,Success,
T00007243,A0001666,2025-11-09 00:00:00,Cash Withdrawal,ATM,1288.97,Credit,Success,
T00007244,A0003788,2024-07-29 00:00:00,Transfer,POS,3312.3,Credit,Success,
T00007245,A0002215,2024-03-08 00:00:00,Cash Withdrawal,Mobile Banking,4040.34,Credit,Success,
T00007246,A0004895,2025-03-09 00:00:00,Bill Payment,UPI,5129.8,Debit,Success,
T00007247,A0005943,2024-04-04 00:00:00,Purchase,POS,1002.44,Debit,Success,
T00007248,A0006212,2024-06-29 00:00:00,Purchase,Mobile Banking,4255.18,Debit,Success,
T00007249,A0001230,2025-05-29 00:00:00,Deposit,UPI,4050.75,Debit,Success,
T00007250,A0004236,2024-05-29 00:00:00,Transfer,ATM,15467.52,Debit,Success,
T00007251,A0005382,2025-11-17 00:00:00,Purchase,ATM,2747.13,Credit,Success,
T00007252,A0004345,2025-03-12 00:00:00,Purchase,ATM,18367.36,Credit,Success,
T00007253,A0005316,2025-09-10 00:00:00,Transfer,Mobile Banking,1497.48,Debit,Success,
T00007254,A0001248,2026-01-09 00:00:00,Deposit,UPI,453.17,Debit,Success,
T00007255,A0003647,2026-01-01 00:00:00,Purchase,UPI,4983.29,Credit,Success,
T00007256,A0000110,2026-05-06 00:00:00,Cash Withdrawal,ATM,8348.47,Debit,Success,
T00007257,A0002845,2024-08-18 00:00:00,Bill Payment,Mobile Banking,1914.14,Debit,Success,
T00007258,A0000719,2025-06-23 00:00:00,Purchase,UPI,432.62,Credit,Success,
T00007259,A0002607,2025-05-08 00:00:00,Transfer,UPI,3225.72,Debit,Success,
T00007260,A0004457,2024-03-08 00:00:00,Purchase,POS,1489.66,Debit,Success,
T00007261,A0005918,2025-10-31 00:00:00,Transfer,POS,886.57,Debit,Pending,
T00007262,A0001252,2024-05-29 00:00:00,Purchase,Mobile Banking,8625.54,Debit,Success,
T00007263,A0006200,2024-06-18 00:00:00,Purchase,UPI,4103.29,Debit,Success,
T00007264,A0000626,2025-09-30 00:00:00,Purchase,NEFT,1277.97,Credit,Success,
T00007265,A0004558,2024-12-30 00:00:00,Purchase,ATM,4949.36,Credit,Success,
T00007266,A0005933,2025-12-02 00:00:00,Bill Payment,Branch,2258.75,Debit,Success,
T00007267,A0005615,2025-05-07 00:00:00,Purchase,POS,1993.21,Credit,Success,
T00007268,A0002417,2024-12-17 00:00:00,Deposit,UPI,1049.84,Debit,Success,
T00007269,A0005097,2026-05-30 00:00:00,Transfer,NEFT,974.93,Credit,Success,
T00007270,A0004375,2025-05-23 00:00:00,Purchase,Mobile Banking,735.48,Debit,Success,
T00007271,A0004644,2026-04-18 00:00:00,Purchase,Mobile Banking,9837.46,Credit,Success,
T00007272,A0004945,2024-06-08 00:00:00,Purchase,Mobile Banking,1601.46,Debit,Success,
T00007273,A0001568,2024-01-27 00:00:00,Purchase,UPI,9074.74,Debit,Success,
T00007274,A0002477,2024-08-09 00:00:00,Transfer,ATM,9554.22,Debit,Success,
T00007275,A0002694,2024-11-29 00:00:00,Transfer,UPI,509.23,Debit,Failed,Timeout
T00007276,A0004083,2025-01-21 00:00:00,Purchase,UPI,738.93,Debit,Success,
T00007277,A0001618,2025-07-21 00:00:00,Cash Withdrawal,NEFT,5180.6,Debit,Success,
T00007278,A0000867,2026-04-18 00:00:00,Purchase,POS,4374.91,Debit,Success,
T00007279,A0004897,2026-01-25 00:00:00,Transfer,ATM,1617.67,Debit,Success,
T00007280,A0002385,2025-03-25 00:00:00,Transfer,Mobile Banking,4092.87,Debit,Success,
T00007281,A0001958,2026-04-24 00:00:00,Transfer,IMPS,8947.95,Credit,Success,
T00007282,A0006474,2026-03-03 00:00:00,Transfer,POS,5917.65,Credit,Success,
T00007283,A0004575,2024-02-13 00:00:00,Transfer,UPI,1055.34,Debit,Success,
T00007284,A0004574,2024-04-27 00:00:00,Transfer,IMPS,4289.11,Debit,Success,
T00007285,A0002151,2026-06-15 00:00:00,Purchase,UPI,1087.17,Debit,Success,
T00007286,A0000844,2026-03-22 00:00:00,Deposit,ATM,6428.09,Credit,Success,
T00007287,A0000407,2025-06-20 00:00:00,Cash Withdrawal,POS,4445.88,Credit,Pending,
T00007288,A0005031,2025-11-05 00:00:00,Purchase,UPI,3381.22,Debit,Success,
T00007289,A0005799,2024-07-30 00:00:00,Transfer,POS,3450.95,Credit,Success,
T00007290,A0005489,2026-01-25 00:00:00,Deposit,Mobile Banking,2718.47,Debit,Success,
T00007291,A0002698,2026-01-02 00:00:00,Deposit,UPI,1793.3,Debit,Success,
T00007292,A0002474,2025-02-05 00:00:00,Bill Payment,IMPS,3080.28,Debit,Success,
T00007293,A0001496,2024-03-11 00:00:00,Purchase,IMPS,7923.05,Credit,Success,
T00007294,A0005667,2025-02-12 00:00:00,Purchase,UPI,4795.5,Debit,Success,
T00007295,A0003480,2025-10-11 00:00:00,Bill Payment,Mobile Banking,3974.95,Debit,Success,
T00007296,A0000749,2025-04-06 00:00:00,Transfer,NEFT,916.2,Credit,Success,
T00007297,A0000865,2026-06-16 00:00:00,Transfer,POS,5307.29,Debit,Success,
T00007298,A0000371,2024-03-27 00:00:00,Transfer,POS,2628.75,Debit,Success,
T00007299,A0000073,2026-05-26 00:00:00,Deposit,UPI,1192.93,Debit,Success,
T00007300,A0004587,2025-02-26 00:00:00,Cash Withdrawal,POS,8981.48,Debit,Success,
T00007301,A0000158,2024-01-21 00:00:00,Bill Payment,UPI,11417.04,Debit,Success,
T00007302,A0004780,2025-07-22 00:00:00,Bill Payment,Mobile Banking,1326.27,Debit,Pending,
T00007303,A0006440,2025-02-10 00:00:00,Cash Withdrawal,ATM,1941.03,Credit,Success,
T00007304,A0005405,2025-03-14 00:00:00,Deposit,Mobile Banking,3810.28,Debit,Success,
T00007305,A0005173,2024-08-23 00:00:00,Transfer,NEFT,2262.02,Debit,Success,
T00007306,A0005095,2024-12-06 00:00:00,Cash Withdrawal,ATM,4512.46,Credit,Success,
T00007307,A0005492,2026-01-18 00:00:00,Bill Payment,ATM,6655.8,Credit,Success,
T00007308,A0000441,2025-05-30 00:00:00,Purchase,NEFT,3157.54,Credit,Success,
T00007309,A0003198,2026-04-27 00:00:00,Cash Withdrawal,UPI,10849.89,Debit,Success,
T00007310,A0002127,2024-08-08 00:00:00,Transfer,UPI,19071.73,Debit,Success,
T00007311,A0003452,2025-05-28 00:00:00,Transfer,POS,4278.86,Debit,Success,
T00007312,A0002465,2024-06-03 00:00:00,Purchase,IMPS,31164.49,Credit,Success,
T00007313,A0001198,2024-03-17 00:00:00,Bill Payment,IMPS,980.85,Credit,Success,
T00007314,A0003955,2025-01-24 00:00:00,Cash Withdrawal,ATM,6832.77,Debit,Success,
T00007315,A0003238,2025-12-24 00:00:00,Cash Withdrawal,Branch,2137.35,Debit,Success,
T00007316,A0001379,2025-07-28 00:00:00,Deposit,IMPS,1945.77,Credit,Success,
T00007317,A0003771,2024-10-17 00:00:00,Bill Payment,Mobile Banking,5257.99,Credit,Success,
T00007318,A0000969,2024-01-27 00:00:00,Transfer,ATM,2104.1,Debit,Success,
T00007319,A0005347,2025-12-18 00:00:00,Transfer,UPI,3738.35,Debit,Success,
T00007320,A0003929,2025-07-03 00:00:00,Transfer,UPI,11204.15,Debit,Success,
T00007321,A0005548,2024-02-29 00:00:00,Deposit,UPI,716.03,Debit,Success,
T00007322,A0003064,2025-10-24 00:00:00,Transfer,NEFT,1833.11,Credit,Success,
T00007323,A0005326,2024-10-29 00:00:00,Purchase,IMPS,1350.04,Credit,Success,
T00007324,A0001569,2024-01-03 00:00:00,Purchase,IMPS,1669.41,Debit,Success,
T00007325,A0006195,2026-04-06 00:00:00,Bill Payment,ATM,860.76,Credit,Success,
T00007326,A0006361,2024-04-21 00:00:00,Cash Withdrawal,ATM,1253.68,Debit,Success,
T00007327,A0005882,2024-05-08 00:00:00,Transfer,POS,2197.32,Debit,Success,
T00007328,A0004857,2026-02-05 00:00:00,Purchase,UPI,6948.9,Credit,Success,
T00007329,A0001805,2026-04-05 00:00:00,Transfer,UPI,17491.58,Debit,Success,
T00007330,A0004074,2024-07-23 00:00:00,Purchase,IMPS,1885.78,Credit,Success,
T00007331,A0001279,2026-03-13 00:00:00,Purchase,IMPS,467.59,Debit,Success,
T00007332,A0002413,2025-01-11 00:00:00,Deposit,IMPS,3769.97,Debit,Success,
T00007333,A0002441,2024-07-13 00:00:00,Transfer,IMPS,6012.37,Credit,Success,
T00007334,A0000947,2026-03-12 00:00:00,Purchase,UPI,6083.65,Credit,Success,
T00007335,A0000544,2024-11-16 00:00:00,Cash Withdrawal,NEFT,1688.53,Credit,Success,
T00007336,A0001436,2024-11-09 00:00:00,Transfer,NEFT,454.13,Credit,Success,
T00007337,A0005399,2024-08-03 00:00:00,Purchase,POS,3261.58,Debit,Success,
T00007338,A0003579,2025-05-17 00:00:00,Purchase,Mobile Banking,2330.2,Debit,Success,
T00007339,A0003026,2026-04-07 00:00:00,Transfer,POS,1383.93,Debit,Success,
T00007340,A0006088,2026-01-01 00:00:00,Purchase,ATM,5958.75,Credit,Success,
T00007341,A0000781,2026-05-03 00:00:00,Purchase,UPI,6781.5,Credit,Success,
T00007342,A0000924,2025-06-06 00:00:00,Purchase,UPI,4407.81,Credit,Success,
T00007343,A0002961,2024-01-16 00:00:00,Purchase,UPI,955.36,Debit,Success,
T00007344,A0004516,2025-09-13 00:00:00,Transfer,Branch,2187.17,Debit,Success,
T00007345,A0003586,2026-01-20 00:00:00,Purchase,IMPS,12375.73,Debit,Success,
T00007346,A0005603,2024-03-13 00:00:00,Bill Payment,Mobile Banking,6884.24,Debit,Success,
T00007347,A0002350,2026-01-20 00:00:00,Cash Withdrawal,UPI,28583.13,Debit,Success,
T00007348,A0004516,2024-08-08 00:00:00,Deposit,UPI,3608.15,Debit,Success,
T00007349,A0002048,2024-11-06 00:00:00,Transfer,UPI,8351.46,Debit,Success,
T00007350,A0001676,2025-05-13 00:00:00,Purchase,ATM,1146.84,Debit,Success,
T00007351,A0002877,2026-04-14 00:00:00,Purchase,POS,1758.23,Debit,Success,
T00007352,A0003800,2026-01-28 00:00:00,Purchase,POS,2515.28,Debit,Success,
T00007353,A0001626,2025-05-23 00:00:00,Transfer,ATM,7672.75,Debit,Success,
T00007354,A0006230,2024-08-20 00:00:00,Cash Withdrawal,POS,4196.26,Debit,Success,
T00007355,A0002449,2025-02-05 00:00:00,Purchase,UPI,691.44,Credit,Success,
T00007356,A0003206,2024-12-06 00:00:00,Transfer,IMPS,625.6,Debit,Success,
T00007357,A0004588,2024-06-03 00:00:00,Transfer,ATM,4201.23,Debit,Success,
T00007358,A0002060,2024-12-27 00:00:00,Deposit,POS,6535.5,Debit,Success,
T00007359,A0005872,2024-04-04 00:00:00,Bill Payment,IMPS,772.05,Debit,Success,
T00007360,A0004939,2025-07-07 00:00:00,Bill Payment,Branch,907.21,Debit,Success,
T00007361,A0000344,2026-06-29 00:00:00,Transfer,POS,3655.9,Credit,Success,
T00007362,A0002597,2024-03-27 00:00:00,Purchase,POS,1169.08,Debit,Success,
T00007363,A0006306,2024-09-27 00:00:00,Purchase,Branch,11570.14,Debit,Success,
T00007364,A0004949,2026-05-19 00:00:00,Transfer,UPI,13121.9,Credit,Success,
T00007365,A0002746,2025-05-28 00:00:00,Purchase,ATM,15913.22,Credit,Success,
T00007366,A0006222,2025-04-13 00:00:00,Purchase,NEFT,2993.23,Debit,Success,
T00007367,A0005488,2024-07-13 00:00:00,Transfer,UPI,1347.33,Credit,Success,
T00007368,A0003323,2024-03-03 00:00:00,Purchase,ATM,950.02,Debit,Success,
T00007369,A0004286,2024-01-21 00:00:00,Transfer,ATM,10813.33,Debit,Success,
T00007370,A0004621,2024-02-15 00:00:00,Bill Payment,UPI,8463.57,Debit,Success,
T00007371,A0005354,2024-08-07 00:00:00,Transfer,UPI,1111.67,Debit,Success,
T00007372,A0001047,2024-07-11 00:00:00,Purchase,Mobile Banking,3421.71,Debit,Success,
T00007373,A0001008,2025-12-14 00:00:00,Purchase,UPI,792.0,Debit,Success,
T00007374,A0002430,2024-10-16 00:00:00,Cash Withdrawal,IMPS,8967.05,Debit,Success,
T00007375,A0000816,2025-05-01 00:00:00,Transfer,ATM,1435.9,Debit,Success,
T00007376,A0001364,2026-03-07 00:00:00,Purchase,NEFT,1852.26,Debit,Success,
T00007377,A0000306,2026-04-04 00:00:00,Bill Payment,Branch,4636.69,Debit,Success,
T00007378,A0006058,2026-04-20 00:00:00,Purchase,POS,1309.07,Debit,Success,
T00007379,A0001415,2025-07-09 00:00:00,Deposit,ATM,2359.18,Debit,Success,
T00007380,A0001704,2024-03-28 00:00:00,Transfer,IMPS,5488.16,Debit,Success,
T00007381,A0004195,2026-01-11 00:00:00,Transfer,ATM,3921.68,Debit,Success,
T00007382,A0002215,2024-08-06 00:00:00,Bill Payment,Branch,2192.84,Debit,Success,
T00007383,A0003270,2025-11-03 00:00:00,Purchase,ATM,7698.78,Debit,Success,
T00007384,A0000098,2026-01-15 00:00:00,Purchase,NEFT,22149.3,Debit,Success,
T00007385,A0004326,2024-03-11 00:00:00,Transfer,UPI,4091.98,Debit,Success,
T00007386,A0006136,2025-05-07 00:00:00,Cash Withdrawal,UPI,4597.14,Credit,Success,
T00007387,A0006322,2025-01-09 00:00:00,Purchase,Mobile Banking,9114.25,Debit,Success,
T00007388,A0005967,2026-05-23 00:00:00,Bill Payment,NEFT,5065.52,Credit,Success,
T00007389,A0001048,2025-04-03 00:00:00,Bill Payment,UPI,8876.63,Debit,Success,
T00007390,A0001540,2025-07-23 00:00:00,Purchase,POS,3610.07,Credit,Success,
T00007391,A0001442,2025-07-22 00:00:00,Transfer,POS,676.8,Debit,Success,
T00007392,A0005214,2026-02-03 00:00:00,Cash Withdrawal,IMPS,1056.73,Debit,Success,
T00007393,A0001461,2026-01-06 00:00:00,Transfer,POS,5064.55,Credit,Success,
T00007394,A0004587,2025-07-01 00:00:00,Bill Payment,IMPS,4288.25,Debit,Success,
T00007395,A0004708,2025-03-25 00:00:00,Purchase,ATM,3635.26,Debit,Success,
T00007396,A0006122,2024-05-08 00:00:00,Purchase,UPI,1568.99,Credit,Success,
T00007397,A0000205,2025-06-28 00:00:00,Bill Payment,UPI,5347.68,Debit,Success,
T00007398,A0000811,2024-11-25 00:00:00,Transfer,UPI,569.15,Debit,Failed,Timeout
T00007399,A0002190,2026-02-23 00:00:00,Transfer,IMPS,5225.21,Debit,Success,
T00007400,A0004780,2024-02-11 00:00:00,Cash Withdrawal,POS,8003.3,Debit,Success,
T00007401,A0003569,2024-04-03 00:00:00,Transfer,UPI,46274.15,Credit,Success,
T00007402,A0002085,2025-12-15 00:00:00,Bill Payment,Mobile Banking,18350.15,Credit,Success,
T00007403,A0000089,2024-07-13 00:00:00,Purchase,Branch,42551.35,Debit,Success,
T00007404,A0000139,2025-06-23 00:00:00,Purchase,Mobile Banking,3314.26,Credit,Success,
T00007405,A0006059,2025-06-24 00:00:00,Transfer,UPI,7323.18,Credit,Success,
T00007406,A0006495,2024-11-09 00:00:00,Bill Payment,NEFT,903.81,Credit,Success,
T00007407,A0006251,2025-02-01 00:00:00,Bill Payment,Branch,2442.15,Debit,Success,
T00007408,A0004784,2024-08-31 00:00:00,Purchase,UPI,3336.72,Debit,Success,
T00007409,A0005341,2025-12-30 00:00:00,Transfer,POS,1673.79,Credit,Success,
T00007410,A0003296,2025-04-02 00:00:00,Purchase,Mobile Banking,1135.05,Debit,Success,
T00007411,A0003063,2025-02-21 00:00:00,Cash Withdrawal,ATM,1063.25,Debit,Success,
T00007412,A0006278,2026-04-01 00:00:00,Transfer,NEFT,7087.38,Debit,Success,
