Loan_ID,Customer_ID,Branch_ID,Loan_Type,Application_Date,Loan_Amount,Loan_Status,Approval_Date,Disbursement_Date,Interest_Rate,Tenure_Months,Outstanding_Amount,Credit_Score_Band
L000390,C000573,B009,Home,2025-08-19 00:00:00,895700.0,Disbursed,2025-09-02 00:00:00,2025-09-11 00:00:00,12.5,24,647036.88,750+
L000391,C002648,B028,Education,2023-04-11 00:00:00,919800.0,Disbursed,2023-04-24 00:00:00,2023-05-01 00:00:00,10.61,36,277309.53,700-749
L000392,C001432,B007,Vehicle,2023-12-25 00:00:00,132500.0,Closed,2024-01-02 00:00:00,2024-01-04 00:00:00,11.86,48,0.0,600-699
L000393,C000956,B007,Personal,2023-12-13 00:00:00,574400.0,Closed,2023-12-14 00:00:00,2023-12-22 00:00:00,12.92,60,0.0,750+
L000394,C003031,B002,Vehicle,2023-04-12 00:00:00,126300.0,Disbursed,2023-04-15 00:00:00,2023-04-17 00:00:00,14.61,120,34823.83,750+
L000395,C004159,B027,Personal,2023-09-29 00:00:00,1237300.0,Disbursed,2023-10-13 00:00:00,2023-10-21 00:00:00,17.51,240,640831.72,750+
L000396,C000205,B026,Vehicle,2023-04-24 00:00:00,1337200.0,Closed,2023-05-06 00:00:00,2023-05-13 00:00:00,14.14,36,0.0,600-699
L000397,C000534,B023,Personal,2024-09-20 00:00:00,4849300.0,Rejected,,,8.45,24,0.0,750+
L000398,C002417,B020,Vehicle,2024-01-08 00:00:00,914100.0,Disbursed,2024-01-19 00:00:00,2024-01-21 00:00:00,11.74,180,478953.84,600-699
L000399,C001585,B021,Personal,2024-01-26 00:00:00,1783900.0,Disbursed,2024-01-29 00:00:00,2024-02-02 00:00:00,12.93,120,617531.09,700-749
L000400,C002263,B006,Personal,2025-01-18 00:00:00,1111800.0,Disbursed,2025-01-19 00:00:00,2025-01-25 00:00:00,7.65,60,720485.15,750+
L000401,C002895,B016,Personal,2025-07-13 00:00:00,604300.0,Disbursed,2025-07-19 00:00:00,2025-07-20 00:00:00,15.78,36,458436.22,750+
L000402,C002427,B029,Home,2024-01-18 00:00:00,1533500.0,Disbursed,2024-01-26 00:00:00,2024-02-02 00:00:00,17.98,120,526562.26,700-749
L000403,C002625,B004,Home,2025-10-23 00:00:00,79200.0,Approved,2025-10-24 00:00:00,,10.56,120,0.0,600-699
L000404,C000731,B025,Education,2024-02-09 00:00:00,7453000.0,Approved,2024-02-15 00:00:00,,17.18,36,0.0,700-749
L000405,C000883,B010,Business,2023-08-29 00:00:00,226100.0,Rejected,,,10.13,24,0.0,700-749
L000406,C000293,B013,Business,2023-06-26 00:00:00,1546200.0,Rejected,,,10.21,12,0.0,700-749
L000407,C001451,B008,Personal,2025-02-26 00:00:00,1045100.0,Approved,2025-02-28 00:00:00,,12.4,120,0.0,750+
L000408,C001251,B021,Home,2025-08-05 00:00:00,166600.0,Disbursed,2025-08-13 00:00:00,2025-08-22 00:00:00,8.05,24,70731.4,600-699
L000409,C004804,B007,Home,2026-01-14 00:00:00,400000.0,Disbursed,2026-01-23 00:00:00,2026-01-31 00:00:00,12.67,240,108186.12,750+
L000410,C004319,B002,Personal,2025-10-22 00:00:00,1355300.0,Disbursed,2025-11-04 00:00:00,2025-11-05 00:00:00,17.97,24,684437.81,600-699
L000411,C001028,B011,Personal,2024-02-15 00:00:00,2460300.0,Disbursed,2024-02-28 00:00:00,2024-02-29 00:00:00,15.33,60,1537653.28,700-749
L000412,C003844,B028,Home,2023-04-28 00:00:00,798300.0,Approved,2023-05-02 00:00:00,,9.77,60,0.0,<600
L000413,C002390,B015,Home,2024-08-14 00:00:00,66800.0,Rejected,,,12.7,180,0.0,<600
L000414,C004285,B012,Education,2025-01-05 00:00:00,5101000.0,Closed,2025-01-16 00:00:00,2025-01-24 00:00:00,10.67,24,0.0,600-699
L000415,C004515,B021,Personal,2025-12-29 00:00:00,1486200.0,Rejected,,,12.94,60,0.0,750+
L000416,C003435,B005,Personal,2025-10-22 00:00:00,520200.0,Disbursed,2025-11-03 00:00:00,2025-11-10 00:00:00,13.12,24,169247.84,600-699
L000417,C000647,B021,Vehicle,2024-02-25 00:00:00,1300400.0,Approved,2024-03-03 00:00:00,,13.27,48,0.0,750+
L000418,C001481,B013,Home,2024-02-12 00:00:00,94400.0,Disbursed,2024-02-23 00:00:00,2024-02-29 00:00:00,11.54,240,60789.75,750+
L000419,C000107,B016,Business,2024-12-11 00:00:00,654300.0,Disbursed,2024-12-13 00:00:00,2024-12-21 00:00:00,7.32,48,531765.63,600-699
L000420,C001203,B012,Business,2023-01-08 00:00:00,1081500.0,Approved,2023-01-21 00:00:00,,7.15,12,0.0,<600
L000421,C003539,B015,Business,2024-09-27 00:00:00,761700.0,Disbursed,2024-10-07 00:00:00,2024-10-11 00:00:00,15.15,12,603470.03,750+
L000422,C000935,B015,Home,2026-05-25 00:00:00,589500.0,Disbursed,2026-05-31 00:00:00,2026-06-06 00:00:00,11.2,24,458878.93,700-749
L000423,C004770,B006,Home,2025-11-04 00:00:00,142900.0,Closed,2025-11-15 00:00:00,2025-11-24 00:00:00,7.83,180,0.0,600-699
L000424,C002259,B027,Vehicle,2026-03-20 00:00:00,307600.0,Approved,2026-03-27 00:00:00,,13.95,36,0.0,<600
L000425,C003084,B011,Home,2025-03-12 00:00:00,275500.0,Disbursed,2025-03-14 00:00:00,2025-03-22 00:00:00,9.32,240,125720.7,700-749
L000426,C002727,B030,Home,2023-11-05 00:00:00,3762300.0,Disbursed,2023-11-16 00:00:00,2023-11-20 00:00:00,11.95,24,3573011.79,750+
L000427,C003776,B017,Education,2025-07-14 00:00:00,161900.0,Rejected,,,9.12,12,0.0,700-749
L000428,C004392,B009,Education,2025-04-25 00:00:00,151800.0,Rejected,,,16.64,240,0.0,750+
L000429,C004992,B008,Personal,2023-12-07 00:00:00,708700.0,Disbursed,2023-12-12 00:00:00,2023-12-14 00:00:00,8.35,36,557541.08,750+
L000430,C001323,B030,Home,2024-02-26 00:00:00,906000.0,Rejected,,,12.12,180,0.0,750+
L000431,C003948,B013,Vehicle,2023-10-01 00:00:00,998300.0,Disbursed,2023-10-02 00:00:00,2023-10-07 00:00:00,11.15,240,677775.92,750+
L000432,C004261,B030,Business,2023-09-21 00:00:00,243800.0,Approved,2023-09-29 00:00:00,,9.2,60,0.0,600-699
L000433,C002709,B004,Home,2026-04-10 00:00:00,906500.0,Disbursed,2026-04-17 00:00:00,2026-04-26 00:00:00,13.63,120,518458.37,700-749
L000434,C001017,B006,Personal,2026-05-11 00:00:00,2450700.0,Disbursed,2026-05-14 00:00:00,2026-05-20 00:00:00,13.16,180,1528858.24,600-699
L000435,C004269,B006,Personal,2024-09-22 00:00:00,88700.0,Approved,2024-09-26 00:00:00,,10.31,180,0.0,600-699
L000436,C000817,B015,Education,2024-04-27 00:00:00,789800.0,Disbursed,2024-05-03 00:00:00,2024-05-10 00:00:00,13.38,240,585409.55,600-699
L000437,C004943,B017,Business,2025-02-25 00:00:00,241400.0,Rejected,,,15.26,180,0.0,600-699
L000438,C004396,B022,Business,2026-01-09 00:00:00,1867400.0,Disbursed,2026-01-16 00:00:00,2026-01-17 00:00:00,13.29,180,880410.71,750+
L000439,C001965,B024,Business,2023-09-14 00:00:00,277700.0,Disbursed,2023-09-23 00:00:00,2023-10-01 00:00:00,17.38,60,184442.99,700-749
L000440,C004577,B014,Home,2023-11-30 00:00:00,424300.0,Disbursed,2023-12-08 00:00:00,2023-12-09 00:00:00,15.03,240,186350.78,700-749
L000441,C001205,B008,Vehicle,2023-07-10 00:00:00,711700.0,Disbursed,2023-07-11 00:00:00,2023-07-17 00:00:00,8.39,12,438699.56,600-699
L000442,C001590,B016,Personal,2024-06-14 00:00:00,318300.0,Disbursed,2024-06-23 00:00:00,2024-06-30 00:00:00,7.89,180,90456.53,750+
L000443,C003951,B002,Home,2025-06-22 00:00:00,760400.0,Approved,2025-06-24 00:00:00,,13.18,60,0.0,750+
L000444,C002600,B016,Personal,2024-06-14 00:00:00,461300.0,Rejected,,,12.1,24,0.0,600-699
L000445,C004870,B015,Vehicle,2024-06-17 00:00:00,235000.0,Disbursed,2024-07-01 00:00:00,2024-07-06 00:00:00,14.45,240,179159.77,600-699
L000446,C002839,B002,Vehicle,2023-05-27 00:00:00,242500.0,Closed,2023-05-29 00:00:00,2023-06-01 00:00:00,9.82,240,0.0,600-699
L000447,C004708,B027,Education,2023-06-09 00:00:00,499500.0,Disbursed,2023-06-19 00:00:00,2023-06-25 00:00:00,10.75,60,290280.27,750+
L000448,C002095,B012,Personal,2026-06-29 00:00:00,81200.0,Rejected,,,17.76,60,0.0,600-699
L000449,C002870,B023,Home,2025-03-20 00:00:00,303100.0,Disbursed,2025-04-03 00:00:00,2025-04-05 00:00:00,17.75,24,93144.71,600-699
L000450,C001672,B007,Personal,2024-01-27 00:00:00,976500.0,Approved,2024-01-31 00:00:00,,17.9,24,0.0,<600
L000451,C004537,B009,Home,2026-04-12 00:00:00,653400.0,Disbursed,2026-04-21 00:00:00,2026-04-25 00:00:00,13.0,36,287510.15,700-749
L000452,C003251,B001,Home,2023-12-20 00:00:00,1092600.0,Disbursed,2023-12-31 00:00:00,2024-01-09 00:00:00,17.37,36,981995.18,750+
L000453,C002315,B021,Home,2026-01-18 00:00:00,436200.0,Approved,2026-01-21 00:00:00,,15.33,48,0.0,700-749
L000454,C000123,B020,Business,2025-09-22 00:00:00,318400.0,Disbursed,2025-09-27 00:00:00,2025-10-05 00:00:00,14.98,48,250222.84,700-749
L000455,C004744,B030,Vehicle,2023-12-15 00:00:00,3908800.0,Approved,2023-12-23 00:00:00,,12.57,24,0.0,750+
L000456,C000572,B019,Personal,2024-06-01 00:00:00,197000.0,Disbursed,2024-06-13 00:00:00,2024-06-16 00:00:00,11.74,180,152568.38,750+
L000457,C001853,B006,Vehicle,2024-02-06 00:00:00,277600.0,Disbursed,2024-02-07 00:00:00,2024-02-12 00:00:00,16.41,24,160192.23,750+
L000458,C003454,B025,Home,2025-05-05 00:00:00,699000.0,Disbursed,2025-05-12 00:00:00,2025-05-19 00:00:00,16.14,60,376484.07,600-699
L000459,C003338,B015,Home,2026-01-11 00:00:00,197500.0,Disbursed,2026-01-20 00:00:00,2026-01-21 00:00:00,10.2,36,141369.4,700-749
L000460,C004677,B030,Home,2023-02-26 00:00:00,428300.0,Closed,2023-03-04 00:00:00,2023-03-07 00:00:00,14.42,120,0.0,700-749
L000461,C003638,B010,Home,2024-09-23 00:00:00,377400.0,Closed,2024-09-28 00:00:00,2024-10-04 00:00:00,15.41,24,0.0,750+
L000462,C001230,B021,Personal,2025-09-14 00:00:00,204900.0,Disbursed,2025-09-19 00:00:00,2025-09-24 00:00:00,14.96,36,63200.16,700-749
L000463,C004320,B016,Business,2023-07-04 00:00:00,506400.0,Disbursed,2023-07-09 00:00:00,2023-07-13 00:00:00,14.81,24,137157.27,<600
L000464,C000458,B018,Home,2025-08-15 00:00:00,56900.0,Approved,2025-08-24 00:00:00,,14.02,24,0.0,750+
L000465,C000993,B022,Business,2025-12-20 00:00:00,504300.0,Disbursed,2025-12-24 00:00:00,2025-12-30 00:00:00,11.27,60,342139.71,600-699
L000466,C003410,B013,Vehicle,2023-03-17 00:00:00,1564400.0,Disbursed,2023-03-29 00:00:00,2023-04-04 00:00:00,11.48,240,1451051.5,600-699
L000467,C003447,B027,Home,2026-05-20 00:00:00,1003000.0,Closed,2026-05-23 00:00:00,2026-06-01 00:00:00,11.05,240,0.0,700-749
L000468,C000495,B021,Home,2025-09-11 00:00:00,1127200.0,Disbursed,2025-09-15 00:00:00,2025-09-22 00:00:00,15.42,240,941983.88,750+
L000469,C000540,B020,Personal,2024-09-04 00:00:00,663600.0,Disbursed,2024-09-05 00:00:00,2024-09-09 00:00:00,8.6,120,582792.14,700-749
L000470,C001919,B007,Business,2024-07-22 00:00:00,856000.0,Closed,2024-08-05 00:00:00,2024-08-08 00:00:00,9.49,12,0.0,750+
L000471,C002536,B027,Home,2026-06-30 00:00:00,405000.0,Disbursed,2026-07-14 00:00:00,2026-07-19 00:00:00,11.02,12,286910.16,<600
L000472,C001261,B007,Home,2024-11-14 00:00:00,1522700.0,Disbursed,2024-11-22 00:00:00,2024-11-28 00:00:00,9.92,12,554830.52,700-749
L000473,C001771,B027,Business,2024-03-03 00:00:00,2135000.0,Rejected,,,14.54,24,0.0,600-699
L000474,C000096,B005,Home,2023-02-08 00:00:00,142000.0,Disbursed,2023-02-20 00:00:00,2023-02-26 00:00:00,12.82,60,111302.09,700-749
L000475,C002723,B013,Home,2025-11-05 00:00:00,1945800.0,Disbursed,2025-11-08 00:00:00,2025-11-15 00:00:00,12.61,48,1629700.33,<600
L000476,C003663,B021,Vehicle,2025-03-23 00:00:00,150700.0,Disbursed,2025-04-05 00:00:00,2025-04-07 00:00:00,10.2,48,69270.18,750+
L000477,C004111,B007,Personal,2025-07-30 00:00:00,656500.0,Disbursed,2025-08-10 00:00:00,2025-08-12 00:00:00,8.21,36,567075.07,<600
L000478,C002878,B006,Home,2026-03-29 00:00:00,634900.0,Approved,2026-04-11 00:00:00,,14.06,48,0.0,600-699
L000479,C003786,B022,Personal,2025-03-21 00:00:00,369300.0,Closed,2025-03-24 00:00:00,2025-03-26 00:00:00,10.3,120,0.0,<600
L000480,C001206,B022,Vehicle,2023-02-17 00:00:00,11603700.0,Disbursed,2023-02-28 00:00:00,2023-03-07 00:00:00,7.03,24,4774254.82,700-749
L000481,C004342,B029,Vehicle,2024-12-31 00:00:00,784900.0,Disbursed,2025-01-03 00:00:00,2025-01-11 00:00:00,8.15,180,658233.97,750+
L000482,C002145,B022,Personal,2023-09-04 00:00:00,453500.0,Disbursed,2023-09-17 00:00:00,2023-09-18 00:00:00,16.36,180,314932.96,600-699
L000483,C002405,B018,Home,2024-09-07 00:00:00,453500.0,Closed,2024-09-12 00:00:00,2024-09-20 00:00:00,16.04,60,0.0,700-749
L000484,C002038,B010,Home,2025-12-22 00:00:00,354000.0,Rejected,,,17.98,48,0.0,750+
L000485,C002858,B016,Personal,2023-08-09 00:00:00,1654500.0,Rejected,,,10.1,60,0.0,750+
L000486,C004073,B022,Home,2023-06-16 00:00:00,1355300.0,Rejected,,,15.14,180,0.0,750+
L000487,C002666,B004,Home,2025-04-20 00:00:00,229900.0,Closed,2025-04-30 00:00:00,2025-05-01 00:00:00,15.04,12,0.0,700-749
L000488,C000217,B029,Home,2026-05-14 00:00:00,59300.0,Disbursed,2026-05-23 00:00:00,2026-05-28 00:00:00,12.62,120,25486.72,600-699
L000489,C003452,B016,Business,2024-11-22 00:00:00,538700.0,Disbursed,2024-11-24 00:00:00,2024-11-27 00:00:00,16.97,60,405652.08,600-699
L000490,C002455,B017,Home,2024-03-21 00:00:00,1513300.0,Disbursed,2024-04-04 00:00:00,2024-04-08 00:00:00,11.14,48,1317494.97,600-699
L000491,C003041,B013,Home,2023-11-03 00:00:00,306700.0,Disbursed,2023-11-13 00:00:00,2023-11-18 00:00:00,15.85,60,264358.39,700-749
L000492,C003945,B008,Vehicle,2024-10-24 00:00:00,870900.0,Disbursed,2024-11-07 00:00:00,2024-11-14 00:00:00,8.67,24,495800.7,<600
L000493,C003386,B009,Home,2025-01-31 00:00:00,1815400.0,Disbursed,2025-02-11 00:00:00,2025-02-13 00:00:00,9.05,180,1661448.2,600-699
L000494,C004715,B003,Personal,2023-07-21 00:00:00,404100.0,Disbursed,2023-07-31 00:00:00,2023-08-01 00:00:00,16.09,180,306866.83,600-699
L000495,C002863,B003,Home,2024-07-20 00:00:00,1244100.0,Rejected,,,7.63,12,0.0,700-749
L000496,C003260,B020,Home,2025-01-30 00:00:00,93000.0,Rejected,,,7.08,180,0.0,700-749
L000497,C001950,B027,Education,2024-11-11 00:00:00,1745000.0,Rejected,,,14.67,12,0.0,600-699
L000498,C003540,B025,Home,2024-12-20 00:00:00,176300.0,Disbursed,2025-01-01 00:00:00,2025-01-05 00:00:00,17.16,60,150320.08,700-749
L000499,C000790,B007,Personal,2024-02-14 00:00:00,442100.0,Rejected,,,13.38,120,0.0,700-749
L000500,C004339,B029,Education,2025-04-03 00:00:00,472100.0,Approved,2025-04-17 00:00:00,,13.97,24,0.0,700-749
L000501,C000745,B013,Home,2025-02-24 00:00:00,921400.0,Rejected,,,10.38,48,0.0,750+
L000502,C000055,B020,Home,2023-10-24 00:00:00,208300.0,Disbursed,2023-11-01 00:00:00,2023-11-03 00:00:00,15.07,180,155085.85,<600
L000503,C003109,B023,Home,2024-01-29 00:00:00,323100.0,Closed,2024-02-08 00:00:00,2024-02-14 00:00:00,16.89,48,0.0,600-699
L000504,C001297,B010,Home,2023-10-25 00:00:00,388500.0,Rejected,,,13.31,180,0.0,600-699
L000505,C004322,B010,Vehicle,2023-02-09 00:00:00,506300.0,Approved,2023-02-18 00:00:00,,11.43,120,0.0,750+
L000506,C004276,B007,Home,2023-01-28 00:00:00,889800.0,Disbursed,2023-02-06 00:00:00,2023-02-15 00:00:00,7.74,240,355708.86,700-749
L000507,C001713,B003,Vehicle,2024-02-27 00:00:00,105100.0,Disbursed,2024-03-05 00:00:00,2024-03-09 00:00:00,9.99,240,91506.54,750+
L000508,C004868,B008,Vehicle,2023-05-11 00:00:00,97400.0,Disbursed,2023-05-13 00:00:00,2023-05-19 00:00:00,7.76,12,65982.33,600-699
L000509,C002947,B030,Education,2024-09-01 00:00:00,2126900.0,Disbursed,2024-09-07 00:00:00,2024-09-10 00:00:00,8.17,240,1180461.29,750+
L000510,C001648,B012,Personal,2025-01-17 00:00:00,236700.0,Rejected,,,11.93,180,0.0,750+
L000511,C003568,B023,Personal,2025-12-09 00:00:00,60100.0,Disbursed,2025-12-21 00:00:00,2025-12-23 00:00:00,7.71,24,24386.07,750+
L000512,C003429,B022,Vehicle,2024-11-28 00:00:00,705000.0,Disbursed,2024-12-10 00:00:00,2024-12-15 00:00:00,13.64,48,405368.08,700-749
L000513,C002528,B009,Personal,2023-01-21 00:00:00,1110000.0,Disbursed,2023-01-29 00:00:00,2023-02-06 00:00:00,15.21,60,614944.68,700-749
L000514,C001978,B030,Vehicle,2024-10-19 00:00:00,269700.0,Approved,2024-10-31 00:00:00,,15.48,48,0.0,600-699
L000515,C002691,B014,Home,2024-03-25 00:00:00,84600.0,Closed,2024-04-06 00:00:00,2024-04-10 00:00:00,15.3,120,0.0,750+
L000516,C003147,B009,Vehicle,2026-05-25 00:00:00,73900.0,Disbursed,2026-05-26 00:00:00,2026-05-28 00:00:00,17.67,60,28418.45,700-749
L000517,C000229,B011,Home,2024-09-06 00:00:00,218600.0,Disbursed,2024-09-16 00:00:00,2024-09-23 00:00:00,17.5,60,90982.15,600-699
L000518,C000866,B023,Vehicle,2024-12-12 00:00:00,312600.0,Disbursed,2024-12-14 00:00:00,2024-12-23 00:00:00,16.23,120,205216.59,750+
L000519,C003070,B016,Vehicle,2023-03-29 00:00:00,336400.0,Disbursed,2023-04-11 00:00:00,2023-04-13 00:00:00,12.59,240,234905.68,750+
L000520,C001447,B008,Home,2023-07-30 00:00:00,253000.0,Rejected,,,14.11,48,0.0,750+
L000521,C002830,B027,Personal,2025-11-20 00:00:00,653800.0,Disbursed,2025-11-28 00:00:00,2025-12-02 00:00:00,13.11,60,556821.14,600-699
L000522,C002623,B001,Vehicle,2024-08-28 00:00:00,71800.0,Disbursed,2024-09-02 00:00:00,2024-09-10 00:00:00,10.53,120,31282.25,600-699
L000523,C003599,B021,Personal,2023-07-22 00:00:00,659900.0,Disbursed,2023-07-27 00:00:00,2023-08-02 00:00:00,16.05,120,532595.6,<600
L000524,C002362,B008,Education,2026-02-10 00:00:00,332300.0,Disbursed,2026-02-11 00:00:00,2026-02-16 00:00:00,8.59,24,95038.16,600-699
L000525,C003257,B017,Business,2023-11-16 00:00:00,461000.0,Approved,2023-11-30 00:00:00,,10.74,120,0.0,700-749
L000526,C001429,B003,Business,2026-03-12 00:00:00,34600.0,Disbursed,2026-03-17 00:00:00,2026-03-19 00:00:00,9.17,60,29431.19,600-699
L000527,C003560,B006,Home,2023-03-01 00:00:00,225700.0,Closed,2023-03-14 00:00:00,2023-03-17 00:00:00,10.2,60,0.0,600-699
L000528,C002278,B011,Vehicle,2023-07-20 00:00:00,437400.0,Disbursed,2023-08-02 00:00:00,2023-08-07 00:00:00,17.75,120,153584.33,600-699
L000529,C002060,B030,Business,2024-11-30 00:00:00,828700.0,Disbursed,2024-12-08 00:00:00,2024-12-09 00:00:00,16.47,12,211464.06,700-749
L000530,C004697,B016,Home,2024-02-07 00:00:00,1070900.0,Disbursed,2024-02-12 00:00:00,2024-02-21 00:00:00,17.69,48,769172.63,700-749
L000531,C001085,B012,Personal,2023-11-22 00:00:00,1100100.0,Disbursed,2023-11-25 00:00:00,2023-12-04 00:00:00,10.21,60,896226.35,600-699
L000532,C001573,B025,Business,2024-08-11 00:00:00,1034700.0,Approved,2024-08-12 00:00:00,,16.81,180,0.0,600-699
L000533,C000026,B019,Home,2024-02-17 00:00:00,436300.0,Disbursed,2024-02-28 00:00:00,2024-03-03 00:00:00,8.36,48,325235.48,600-699
L000534,C003103,B027,Personal,2024-12-29 00:00:00,2317000.0,Disbursed,2025-01-06 00:00:00,2025-01-08 00:00:00,11.99,36,1891407.49,700-749
L000535,C001152,B005,Vehicle,2025-10-10 00:00:00,306600.0,Disbursed,2025-10-18 00:00:00,2025-10-24 00:00:00,10.83,36,174496.0,<600
L000536,C000852,B022,Home,2025-05-09 00:00:00,80400.0,Disbursed,2025-05-22 00:00:00,2025-05-27 00:00:00,11.04,60,60760.09,<600
L000537,C002254,B014,Home,2024-06-12 00:00:00,481700.0,Disbursed,2024-06-15 00:00:00,2024-06-19 00:00:00,7.94,120,371542.26,600-699
L000538,C001805,B024,Business,2023-05-08 00:00:00,411700.0,Disbursed,2023-05-10 00:00:00,2023-05-15 00:00:00,13.85,12,265404.48,750+
L000539,C004046,B001,Education,2024-07-22 00:00:00,21800.0,Disbursed,2024-08-05 00:00:00,2024-08-13 00:00:00,10.13,240,16191.15,750+
L000540,C001232,B022,Home,2024-03-21 00:00:00,965300.0,Disbursed,2024-03-23 00:00:00,2024-03-28 00:00:00,11.01,240,774917.77,600-699
L000541,C001204,B003,Vehicle,2024-09-18 00:00:00,570700.0,Disbursed,2024-09-28 00:00:00,2024-09-30 00:00:00,16.25,180,310885.27,750+
L000542,C002963,B029,Vehicle,2023-09-19 00:00:00,395200.0,Disbursed,2023-09-26 00:00:00,2023-09-27 00:00:00,12.27,180,231839.88,700-749
L000543,C004395,B011,Home,2026-02-08 00:00:00,1182600.0,Disbursed,2026-02-17 00:00:00,2026-02-19 00:00:00,17.43,36,378754.4,700-749
L000544,C000281,B020,Personal,2026-05-27 00:00:00,834100.0,Rejected,,,10.28,60,0.0,700-749
L000545,C004563,B015,Education,2024-03-06 00:00:00,1205200.0,Disbursed,2024-03-13 00:00:00,2024-03-22 00:00:00,7.38,12,731329.93,600-699
L000546,C001142,B030,Vehicle,2025-08-07 00:00:00,2818400.0,Disbursed,2025-08-14 00:00:00,2025-08-22 00:00:00,17.05,120,1673610.62,700-749
L000547,C004739,B017,Vehicle,2025-01-28 00:00:00,387100.0,Disbursed,2025-02-04 00:00:00,2025-02-09 00:00:00,8.71,24,219720.01,600-699
L000548,C002862,B004,Home,2026-01-29 00:00:00,824400.0,Disbursed,2026-02-09 00:00:00,2026-02-11 00:00:00,17.73,12,762879.85,750+
L000549,C000480,B018,Personal,2025-10-31 00:00:00,144900.0,Disbursed,2025-11-03 00:00:00,2025-11-11 00:00:00,8.53,120,102413.81,700-749
L000550,C003057,B021,Home,2025-10-09 00:00:00,235800.0,Closed,2025-10-23 00:00:00,2025-10-29 00:00:00,12.64,60,0.0,750+
L000551,C004253,B030,Personal,2023-09-08 00:00:00,335100.0,Disbursed,2023-09-12 00:00:00,2023-09-13 00:00:00,17.02,24,143166.03,750+
L000552,C002696,B020,Home,2023-12-01 00:00:00,998800.0,Rejected,,,11.92,12,0.0,<600
L000553,C001162,B026,Home,2026-03-29 00:00:00,887900.0,Disbursed,2026-03-31 00:00:00,2026-04-08 00:00:00,16.71,120,813875.83,600-699
L000554,C002169,B025,Personal,2025-08-18 00:00:00,116900.0,Approved,2025-08-25 00:00:00,,14.32,240,0.0,600-699
L000555,C002484,B004,Personal,2024-02-11 00:00:00,718000.0,Disbursed,2024-02-19 00:00:00,2024-02-20 00:00:00,15.77,120,278329.92,700-749
L000556,C003406,B029,Home,2025-01-19 00:00:00,195200.0,Rejected,,,9.1,180,0.0,750+
L000557,C002940,B016,Business,2026-05-22 00:00:00,231300.0,Rejected,,,12.31,60,0.0,750+
L000558,C000166,B019,Home,2023-02-12 00:00:00,3881500.0,Rejected,,,10.88,36,0.0,700-749
L000559,C003396,B019,Business,2024-06-11 00:00:00,154000.0,Disbursed,2024-06-17 00:00:00,2024-06-19 00:00:00,11.48,48,110505.06,600-699
L000560,C000479,B024,Education,2023-08-16 00:00:00,1176800.0,Disbursed,2023-08-18 00:00:00,2023-08-25 00:00:00,7.19,12,318317.19,700-749
L000561,C004698,B013,Home,2024-08-28 00:00:00,305900.0,Rejected,,,13.64,36,0.0,700-749
L000562,C004235,B026,Personal,2023-03-13 00:00:00,825800.0,Disbursed,2023-03-21 00:00:00,2023-03-25 00:00:00,11.7,180,690414.68,700-749
L000563,C004875,B025,Vehicle,2023-05-29 00:00:00,357000.0,Disbursed,2023-06-12 00:00:00,2023-06-18 00:00:00,8.96,36,268898.04,750+
L000564,C003868,B026,Vehicle,2025-11-29 00:00:00,1079400.0,Disbursed,2025-12-08 00:00:00,2025-12-17 00:00:00,14.05,240,969848.41,600-699
L000565,C003905,B004,Personal,2024-10-17 00:00:00,141500.0,Disbursed,2024-10-22 00:00:00,2024-10-23 00:00:00,15.17,24,94062.05,600-699
L000566,C000740,B009,Business,2024-01-30 00:00:00,296800.0,Disbursed,2024-01-31 00:00:00,2024-02-01 00:00:00,16.29,240,105662.43,600-699
L000567,C004002,B006,Home,2024-02-21 00:00:00,452100.0,Approved,2024-03-01 00:00:00,,15.46,48,0.0,600-699
L000568,C004404,B016,Education,2024-03-04 00:00:00,2368000.0,Disbursed,2024-03-15 00:00:00,2024-03-19 00:00:00,15.52,60,976194.02,600-699
L000569,C002251,B002,Vehicle,2026-03-24 00:00:00,507200.0,Rejected,,,13.13,36,0.0,600-699
L000570,C000422,B001,Home,2025-10-04 00:00:00,532100.0,Approved,2025-10-07 00:00:00,,8.33,120,0.0,700-749
L000571,C004130,B016,Personal,2025-02-04 00:00:00,138100.0,Approved,2025-02-15 00:00:00,,14.0,24,0.0,600-699
L000572,C002646,B017,Home,2025-09-04 00:00:00,382700.0,Disbursed,2025-09-07 00:00:00,2025-09-13 00:00:00,9.69,12,114665.33,700-749
L000573,C002391,B005,Home,2023-09-09 00:00:00,154400.0,Disbursed,2023-09-13 00:00:00,2023-09-21 00:00:00,14.53,36,42039.71,600-699
L000574,C004109,B024,Education,2025-01-25 00:00:00,337100.0,Disbursed,2025-02-07 00:00:00,2025-02-11 00:00:00,11.33,24,147344.61,750+
L000575,C001478,B013,Business,2023-11-09 00:00:00,1115800.0,Disbursed,2023-11-20 00:00:00,2023-11-27 00:00:00,9.32,12,983539.5,<600
L000576,C001330,B001,Home,2023-08-24 00:00:00,119400.0,Rejected,,,17.86,24,0.0,600-699
L000577,C000781,B007,Home,2025-11-02 00:00:00,228200.0,Disbursed,2025-11-05 00:00:00,2025-11-12 00:00:00,10.51,180,104598.76,750+
L000578,C001796,B006,Vehicle,2024-05-19 00:00:00,209300.0,Disbursed,2024-05-22 00:00:00,2024-05-25 00:00:00,13.84,36,99286.22,750+
