Card_ID,Account_ID,Card_Type,Issue_Date,Activation_Date,Card_Status,Card_Network,Expiry_Date,Replacement_Count,Block_Reason
CD000528,A0004782,Debit,2022-09-18 00:00:00,2022-09-22 00:00:00,Active,Visa,2027-09-18 00:00:00,0,
CD000529,A0003402,Credit,2024-02-03 00:00:00,2024-02-10 00:00:00,Active,Visa,2029-02-03 00:00:00,0,
CD000530,A0005213,Debit,2026-02-15 00:00:00,2026-02-18 00:00:00,Active,Visa,2031-02-15 00:00:00,0,
CD000531,A0002759,Debit,2024-11-10 00:00:00,2024-11-16 00:00:00,Active,Visa,2029-11-10 00:00:00,0,
CD000532,A0000939,Credit,2024-08-30 00:00:00,2024-08-30 00:00:00,Active,Mastercard,2029-08-30 00:00:00,0,
CD000533,A0001223,Debit,2025-09-22 00:00:00,2025-09-22 00:00:00,Active,Visa,2030-09-22 00:00:00,0,
CD000534,A0002632,Debit,2025-08-19 00:00:00,2025-08-25 00:00:00,Active,Visa,2030-08-19 00:00:00,2,
CD000535,A0002630,Debit,2024-02-04 00:00:00,2024-02-06 00:00:00,Inactive,Visa,2029-02-04 00:00:00,0,
CD000536,A0002214,Debit,2025-08-22 00:00:00,2025-08-25 00:00:00,Active,Visa,2030-08-22 00:00:00,0,
CD000537,A0002802,Debit,2026-02-24 00:00:00,2026-03-02 00:00:00,Active,RuPay,2031-02-24 00:00:00,2,
CD000538,A0004414,Debit,2022-10-12 00:00:00,2022-10-15 00:00:00,Active,RuPay,2027-10-12 00:00:00,0,
CD000539,A0006041,Debit,2023-01-02 00:00:00,2023-01-05 00:00:00,Active,Mastercard,2028-01-02 00:00:00,0,
CD000540,A0003992,Credit,2024-11-29 00:00:00,2024-11-29 00:00:00,Active,Visa,2029-11-29 00:00:00,0,
CD000541,A0004470,Debit,2024-08-20 00:00:00,2024-08-22 00:00:00,Active,Mastercard,2029-08-20 00:00:00,0,
CD000542,A0003794,Credit,2025-08-18 00:00:00,2025-08-21 00:00:00,Active,Visa,2030-08-18 00:00:00,0,
CD000543,A0005540,Debit,2023-01-01 00:00:00,2023-01-08 00:00:00,Active,Visa,2028-01-01 00:00:00,0,
CD000544,A0004890,Debit,2025-08-27 00:00:00,2025-08-28 00:00:00,Active,Visa,2030-08-27 00:00:00,0,
CD000545,A0001349,Debit,2024-05-16 00:00:00,2024-05-17 00:00:00,Active,Visa,2029-05-16 00:00:00,0,
CD000546,A0000746,Debit,2024-05-08 00:00:00,2024-05-14 00:00:00,Active,Visa,2029-05-08 00:00:00,0,
CD000547,A0005465,Debit,2022-08-25 00:00:00,2022-08-30 00:00:00,Active,RuPay,2027-08-25 00:00:00,0,
CD000548,A0003192,Debit,2024-09-05 00:00:00,2024-09-06 00:00:00,Active,Visa,2029-09-05 00:00:00,0,
CD000549,A0002916,Debit,2023-01-18 00:00:00,2023-01-19 00:00:00,Active,RuPay,2028-01-18 00:00:00,0,
CD000550,A0004800,Credit,2025-02-10 00:00:00,2025-02-12 00:00:00,Active,Mastercard,2030-02-10 00:00:00,0,
CD000551,A0001852,Debit,2023-04-19 00:00:00,2023-04-20 00:00:00,Active,Visa,2028-04-19 00:00:00,0,
CD000552,A0003823,Debit,2022-01-20 00:00:00,2022-01-22 00:00:00,Expired,Mastercard,2027-01-20 00:00:00,0,
CD000553,A0001287,Credit,2023-07-23 00:00:00,2023-07-23 00:00:00,Active,Visa,2028-07-23 00:00:00,0,
CD000554,A0001208,Debit,2023-07-18 00:00:00,2023-07-23 00:00:00,Active,Mastercard,2028-07-18 00:00:00,0,
CD000555,A0003663,Debit,2026-04-09 00:00:00,2026-04-11 00:00:00,Expired,RuPay,2031-04-09 00:00:00,0,
CD000556,A0002262,Credit,2023-08-01 00:00:00,2023-08-02 00:00:00,Active,Visa,2028-08-01 00:00:00,1,
CD000557,A0002879,Debit,2023-02-12 00:00:00,2023-02-16 00:00:00,Inactive,RuPay,2028-02-12 00:00:00,0,
CD000558,A0002153,Credit,2025-11-16 00:00:00,2025-11-23 00:00:00,Active,RuPay,2030-11-16 00:00:00,0,
CD000559,A0005873,Debit,2023-07-13 00:00:00,2023-07-20 00:00:00,Expired,Visa,2028-07-13 00:00:00,0,
CD000560,A0003436,Debit,2024-03-21 00:00:00,2024-03-21 00:00:00,Active,Visa,2029-03-21 00:00:00,0,
CD000561,A0002945,Debit,2024-10-30 00:00:00,2024-11-01 00:00:00,Active,Visa,2029-10-30 00:00:00,0,
CD000562,A0005113,Credit,2024-08-27 00:00:00,2024-09-03 00:00:00,Blocked,Mastercard,2029-08-27 00:00:00,1,Suspected Fraud
CD000563,A0002887,Debit,2025-05-27 00:00:00,2025-05-30 00:00:00,Blocked,RuPay,2030-05-27 00:00:00,1,Stolen
CD000564,A0003833,Debit,2023-11-03 00:00:00,2023-11-08 00:00:00,Active,Visa,2028-11-03 00:00:00,0,
CD000565,A0004393,Credit,2025-08-25 00:00:00,2025-08-29 00:00:00,Active,RuPay,2030-08-25 00:00:00,1,
CD000566,A0001932,Debit,2024-07-08 00:00:00,2024-07-15 00:00:00,Active,Visa,2029-07-08 00:00:00,0,
CD000567,A0003002,Debit,2025-09-08 00:00:00,2025-09-12 00:00:00,Active,RuPay,2030-09-08 00:00:00,0,
CD000568,A0000707,Debit,2022-09-12 00:00:00,2022-09-16 00:00:00,Active,Mastercard,2027-09-12 00:00:00,0,
CD000569,A0001409,Credit,2024-08-20 00:00:00,2024-08-20 00:00:00,Active,RuPay,2029-08-20 00:00:00,0,
CD000570,A0000861,Credit,2024-10-27 00:00:00,2024-11-02 00:00:00,Active,Visa,2029-10-27 00:00:00,2,
CD000571,A0001797,Debit,2025-01-29 00:00:00,2025-01-31 00:00:00,Active,Mastercard,2030-01-29 00:00:00,0,
CD000572,A0000035,Debit,2022-05-22 00:00:00,2022-05-23 00:00:00,Active,Mastercard,2027-05-22 00:00:00,0,
CD000573,A0003647,Credit,2024-07-11 00:00:00,2024-07-13 00:00:00,Active,Mastercard,2029-07-11 00:00:00,0,
CD000574,A0000154,Credit,2024-05-18 00:00:00,2024-05-22 00:00:00,Active,Mastercard,2029-05-18 00:00:00,0,
CD000575,A0002620,Debit,2023-01-27 00:00:00,2023-01-30 00:00:00,Active,Visa,2028-01-27 00:00:00,0,
CD000576,A0000845,Credit,2025-09-30 00:00:00,2025-09-30 00:00:00,Active,Mastercard,2030-09-30 00:00:00,1,
CD000577,A0004836,Debit,2025-06-28 00:00:00,2025-06-30 00:00:00,Active,RuPay,2030-06-28 00:00:00,0,
CD000578,A0001255,Credit,2022-07-07 00:00:00,2022-07-12 00:00:00,Inactive,RuPay,2027-07-07 00:00:00,0,
CD000579,A0004963,Credit,2023-05-05 00:00:00,2023-05-12 00:00:00,Blocked,Mastercard,2028-05-05 00:00:00,0,Stolen
CD000580,A0004867,Debit,2023-12-28 00:00:00,2023-12-28 00:00:00,Active,Visa,2028-12-28 00:00:00,1,
CD000581,A0003308,Debit,2025-10-01 00:00:00,2025-10-05 00:00:00,Active,Visa,2030-10-01 00:00:00,0,
CD000582,A0002159,Debit,2023-12-23 00:00:00,2023-12-24 00:00:00,Active,Mastercard,2028-12-23 00:00:00,1,
CD000583,A0002026,Debit,2025-03-25 00:00:00,2025-03-30 00:00:00,Active,RuPay,2030-03-25 00:00:00,1,
CD000584,A0003464,Debit,2022-11-06 00:00:00,2022-11-08 00:00:00,Active,RuPay,2027-11-06 00:00:00,0,
CD000585,A0001036,Debit,2024-10-22 00:00:00,2024-10-26 00:00:00,Inactive,Visa,2029-10-22 00:00:00,0,
CD000586,A0005496,Debit,2025-01-08 00:00:00,2025-01-13 00:00:00,Active,RuPay,2030-01-08 00:00:00,2,
CD000587,A0000547,Credit,2022-02-05 00:00:00,2022-02-07 00:00:00,Active,RuPay,2027-02-05 00:00:00,1,
CD000588,A0005422,Credit,2026-02-16 00:00:00,2026-02-18 00:00:00,Active,RuPay,2031-02-16 00:00:00,0,
CD000589,A0006081,Debit,2024-01-16 00:00:00,2024-01-17 00:00:00,Blocked,Visa,2029-01-16 00:00:00,0,Customer Request
CD000590,A0000681,Credit,2022-08-03 00:00:00,2022-08-09 00:00:00,Active,Visa,2027-08-03 00:00:00,0,
CD000591,A0000080,Debit,2024-10-30 00:00:00,2024-11-04 00:00:00,Active,Visa,2029-10-30 00:00:00,0,
CD000592,A0003641,Debit,2022-03-30 00:00:00,2022-03-30 00:00:00,Active,RuPay,2027-03-30 00:00:00,0,
CD000593,A0001821,Credit,2022-08-15 00:00:00,2022-08-16 00:00:00,Active,Visa,2027-08-15 00:00:00,3,
CD000594,A0000132,Debit,2022-01-27 00:00:00,2022-01-27 00:00:00,Active,RuPay,2027-01-27 00:00:00,0,
CD000595,A0001562,Credit,2024-09-16 00:00:00,2024-09-21 00:00:00,Active,Visa,2029-09-16 00:00:00,0,
CD000596,A0000496,Debit,2022-09-29 00:00:00,2022-10-03 00:00:00,Active,RuPay,2027-09-29 00:00:00,1,
CD000597,A0001125,Debit,2024-11-19 00:00:00,2024-11-25 00:00:00,Active,Mastercard,2029-11-19 00:00:00,0,
CD000598,A0001099,Debit,2025-04-11 00:00:00,2025-04-11 00:00:00,Active,Visa,2030-04-11 00:00:00,0,
CD000599,A0003955,Debit,2023-12-11 00:00:00,2023-12-11 00:00:00,Active,RuPay,2028-12-11 00:00:00,0,
CD000600,A0006139,Debit,2023-11-12 00:00:00,2023-11-18 00:00:00,Active,Mastercard,2028-11-12 00:00:00,1,
CD000601,A0005247,Debit,2024-08-19 00:00:00,2024-08-26 00:00:00,Active,Mastercard,2029-08-19 00:00:00,0,
CD000602,A0003720,Debit,2022-08-14 00:00:00,2022-08-14 00:00:00,Active,Visa,2027-08-14 00:00:00,0,
CD000603,A0004760,Debit,2025-12-04 00:00:00,2025-12-09 00:00:00,Active,RuPay,2030-12-04 00:00:00,1,
CD000604,A0000696,Debit,2023-02-25 00:00:00,2023-02-25 00:00:00,Active,RuPay,2028-02-25 00:00:00,0,
CD000605,A0006197,Debit,2024-08-20 00:00:00,2024-08-20 00:00:00,Active,Mastercard,2029-08-20 00:00:00,0,
CD000606,A0005308,Debit,2023-08-20 00:00:00,2023-08-27 00:00:00,Active,RuPay,2028-08-20 00:00:00,1,
CD000607,A0003710,Debit,2024-10-22 00:00:00,2024-10-25 00:00:00,Expired,Mastercard,2029-10-22 00:00:00,0,
CD000608,A0006440,Debit,2023-08-20 00:00:00,2023-08-22 00:00:00,Active,Mastercard,2028-08-20 00:00:00,0,
CD000609,A0005727,Credit,2022-06-24 00:00:00,2022-06-25 00:00:00,Active,Mastercard,2027-06-24 00:00:00,0,
CD000610,A0005263,Debit,2026-03-15 00:00:00,2026-03-19 00:00:00,Active,RuPay,2031-03-15 00:00:00,0,
CD000611,A0005298,Debit,2025-08-10 00:00:00,2025-08-16 00:00:00,Active,RuPay,2030-08-10 00:00:00,0,
CD000612,A0005010,Debit,2025-12-23 00:00:00,2025-12-26 00:00:00,Active,Visa,2030-12-23 00:00:00,0,
CD000613,A0001242,Debit,2025-09-09 00:00:00,2025-09-12 00:00:00,Active,Mastercard,2030-09-09 00:00:00,0,
CD000614,A0002983,Credit,2022-04-08 00:00:00,2022-04-10 00:00:00,Active,Visa,2027-04-08 00:00:00,0,
CD000615,A0003510,Debit,2023-08-30 00:00:00,2023-09-01 00:00:00,Active,Visa,2028-08-30 00:00:00,1,
CD000616,A0006244,Credit,2022-10-21 00:00:00,2022-10-26 00:00:00,Active,RuPay,2027-10-21 00:00:00,0,
CD000617,A0004775,Debit,2024-12-21 00:00:00,2024-12-25 00:00:00,Active,Visa,2029-12-21 00:00:00,1,
CD000618,A0006243,Debit,2023-02-27 00:00:00,2023-03-05 00:00:00,Active,RuPay,2028-02-27 00:00:00,0,
CD000619,A0006144,Debit,2025-01-12 00:00:00,2025-01-17 00:00:00,Blocked,Mastercard,2030-01-12 00:00:00,0,Lost
CD000620,A0003629,Credit,2024-11-12 00:00:00,2024-11-17 00:00:00,Active,Visa,2029-11-12 00:00:00,0,
CD000621,A0004664,Credit,2024-11-06 00:00:00,2024-11-08 00:00:00,Inactive,RuPay,2029-11-06 00:00:00,1,
CD000622,A0001372,Debit,2023-02-12 00:00:00,2023-02-16 00:00:00,Active,Mastercard,2028-02-12 00:00:00,0,
CD000623,A0001253,Debit,2023-05-04 00:00:00,2023-05-04 00:00:00,Active,Mastercard,2028-05-04 00:00:00,0,
CD000624,A0005037,Debit,2024-11-12 00:00:00,2024-11-19 00:00:00,Active,Visa,2029-11-12 00:00:00,0,
CD000625,A0001333,Debit,2022-10-20 00:00:00,2022-10-23 00:00:00,Active,Mastercard,2027-10-20 00:00:00,0,
CD000626,A0001301,Debit,2022-03-13 00:00:00,2022-03-13 00:00:00,Active,Mastercard,2027-03-13 00:00:00,0,
CD000627,A0001202,Debit,2025-06-19 00:00:00,2025-06-19 00:00:00,Blocked,Mastercard,2030-06-19 00:00:00,0,Stolen
CD000628,A0002753,Debit,2025-08-28 00:00:00,2025-08-31 00:00:00,Active,Visa,2030-08-28 00:00:00,0,
CD000629,A0004353,Debit,2022-10-04 00:00:00,2022-10-07 00:00:00,Active,RuPay,2027-10-04 00:00:00,0,
CD000630,A0002488,Debit,2023-09-24 00:00:00,2023-09-26 00:00:00,Blocked,Visa,2028-09-24 00:00:00,0,Suspected Fraud
CD000631,A0002500,Debit,2025-12-26 00:00:00,2026-01-02 00:00:00,Blocked,Visa,2030-12-26 00:00:00,0,Stolen
CD000632,A0000502,Debit,2022-03-19 00:00:00,2022-03-21 00:00:00,Active,RuPay,2027-03-19 00:00:00,0,
CD000633,A0005760,Credit,2025-08-27 00:00:00,2025-08-31 00:00:00,Inactive,Visa,2030-08-27 00:00:00,1,
CD000634,A0002772,Debit,2025-02-26 00:00:00,2025-02-28 00:00:00,Active,RuPay,2030-02-26 00:00:00,0,
CD000635,A0001464,Debit,2025-05-10 00:00:00,2025-05-10 00:00:00,Active,RuPay,2030-05-10 00:00:00,0,
CD000636,A0003130,Debit,2023-11-06 00:00:00,2023-11-10 00:00:00,Active,Mastercard,2028-11-06 00:00:00,0,
CD000637,A0006293,Credit,2023-05-05 00:00:00,2023-05-12 00:00:00,Active,RuPay,2028-05-05 00:00:00,1,
CD000638,A0003529,Debit,2023-05-27 00:00:00,2023-05-31 00:00:00,Active,RuPay,2028-05-27 00:00:00,0,
CD000639,A0002998,Debit,2025-09-15 00:00:00,2025-09-21 00:00:00,Active,Visa,2030-09-15 00:00:00,0,
CD000640,A0003512,Credit,2022-10-27 00:00:00,2022-10-28 00:00:00,Active,RuPay,2027-10-27 00:00:00,0,
CD000641,A0004081,Credit,2025-01-14 00:00:00,2025-01-15 00:00:00,Active,RuPay,2030-01-14 00:00:00,0,
CD000642,A0005017,Credit,2023-07-16 00:00:00,2023-07-20 00:00:00,Active,Visa,2028-07-16 00:00:00,0,
CD000643,A0000953,Debit,2026-05-02 00:00:00,2026-05-03 00:00:00,Active,Visa,2031-05-02 00:00:00,0,
CD000644,A0006392,Debit,2024-03-16 00:00:00,2024-03-23 00:00:00,Active,Visa,2029-03-16 00:00:00,0,
CD000645,A0001318,Credit,2026-01-25 00:00:00,2026-01-30 00:00:00,Active,Mastercard,2031-01-25 00:00:00,0,
CD000646,A0001218,Debit,2022-12-15 00:00:00,2022-12-22 00:00:00,Active,RuPay,2027-12-15 00:00:00,0,
CD000647,A0002910,Debit,2025-06-17 00:00:00,2025-06-17 00:00:00,Active,Mastercard,2030-06-17 00:00:00,1,
CD000648,A0001748,Debit,2022-11-15 00:00:00,2022-11-21 00:00:00,Active,Mastercard,2027-11-15 00:00:00,1,
CD000649,A0003185,Debit,2023-11-28 00:00:00,2023-12-03 00:00:00,Active,Mastercard,2028-11-28 00:00:00,0,
CD000650,A0005998,Debit,2023-03-18 00:00:00,2023-03-20 00:00:00,Inactive,Mastercard,2028-03-18 00:00:00,0,
CD000651,A0003852,Debit,2024-10-03 00:00:00,2024-10-03 00:00:00,Active,Visa,2029-10-03 00:00:00,0,
CD000652,A0004432,Credit,2023-08-08 00:00:00,2023-08-12 00:00:00,Active,RuPay,2028-08-08 00:00:00,0,
CD000653,A0000877,Debit,2024-11-11 00:00:00,2024-11-16 00:00:00,Active,RuPay,2029-11-11 00:00:00,0,
CD000654,A0001010,Debit,2023-04-14 00:00:00,2023-04-19 00:00:00,Active,Visa,2028-04-14 00:00:00,0,
CD000655,A0002350,Debit,2026-02-03 00:00:00,2026-02-06 00:00:00,Blocked,RuPay,2031-02-03 00:00:00,0,Stolen
CD000656,A0003577,Debit,2024-07-10 00:00:00,2024-07-11 00:00:00,Inactive,RuPay,2029-07-10 00:00:00,1,
CD000657,A0006395,Debit,2025-01-09 00:00:00,2025-01-12 00:00:00,Active,Mastercard,2030-01-09 00:00:00,0,
CD000658,A0005877,Debit,2025-06-23 00:00:00,2025-06-26 00:00:00,Blocked,RuPay,2030-06-23 00:00:00,0,Customer Request
CD000659,A0006456,Credit,2024-11-12 00:00:00,2024-11-17 00:00:00,Inactive,Mastercard,2029-11-12 00:00:00,0,
CD000660,A0006043,Credit,2026-03-22 00:00:00,2026-03-24 00:00:00,Expired,Visa,2031-03-22 00:00:00,0,
CD000661,A0004454,Debit,2025-11-06 00:00:00,2025-11-09 00:00:00,Active,RuPay,2030-11-06 00:00:00,0,
CD000662,A0002382,Debit,2024-10-28 00:00:00,2024-11-04 00:00:00,Active,RuPay,2029-10-28 00:00:00,1,
CD000663,A0005728,Debit,2023-01-04 00:00:00,2023-01-05 00:00:00,Active,Mastercard,2028-01-04 00:00:00,0,
CD000664,A0005525,Debit,2023-01-13 00:00:00,2023-01-18 00:00:00,Active,RuPay,2028-01-13 00:00:00,3,
CD000665,A0005116,Debit,2023-10-20 00:00:00,2023-10-23 00:00:00,Active,Visa,2028-10-20 00:00:00,0,
CD000666,A0003778,Debit,2022-02-07 00:00:00,2022-02-10 00:00:00,Expired,Mastercard,2027-02-07 00:00:00,0,
CD000667,A0000209,Debit,2025-02-03 00:00:00,2025-02-07 00:00:00,Blocked,RuPay,2030-02-03 00:00:00,1,Lost
CD000668,A0000695,Credit,2023-07-13 00:00:00,2023-07-20 00:00:00,Active,RuPay,2028-07-13 00:00:00,0,
CD000669,A0002585,Debit,2023-12-13 00:00:00,2023-12-17 00:00:00,Active,Visa,2028-12-13 00:00:00,0,
CD000670,A0004050,Debit,2024-10-10 00:00:00,2024-10-11 00:00:00,Active,Visa,2029-10-10 00:00:00,0,
CD000671,A0003226,Debit,2025-04-29 00:00:00,2025-04-30 00:00:00,Active,RuPay,2030-04-29 00:00:00,0,
CD000672,A0002870,Credit,2025-09-18 00:00:00,2025-09-24 00:00:00,Inactive,Mastercard,2030-09-18 00:00:00,0,
CD000673,A0002673,Debit,2024-07-30 00:00:00,2024-08-01 00:00:00,Inactive,Mastercard,2029-07-30 00:00:00,0,
CD000674,A0005438,Debit,2022-11-12 00:00:00,2022-11-17 00:00:00,Inactive,RuPay,2027-11-12 00:00:00,0,
CD000675,A0006061,Debit,2026-05-21 00:00:00,2026-05-27 00:00:00,Active,Visa,2031-05-21 00:00:00,1,
CD000676,A0001578,Credit,2026-04-26 00:00:00,2026-04-26 00:00:00,Active,Visa,2031-04-26 00:00:00,0,
CD000677,A0000873,Debit,2025-03-11 00:00:00,2025-03-16 00:00:00,Expired,Mastercard,2030-03-11 00:00:00,0,
CD000678,A0004476,Debit,2025-05-22 00:00:00,2025-05-22 00:00:00,Active,RuPay,2030-05-22 00:00:00,0,
CD000679,A0005491,Debit,2023-05-16 00:00:00,2023-05-23 00:00:00,Active,RuPay,2028-05-16 00:00:00,0,
CD000680,A0006084,Debit,2025-06-11 00:00:00,2025-06-17 00:00:00,Active,Visa,2030-06-11 00:00:00,1,
CD000681,A0003864,Debit,2023-12-12 00:00:00,2023-12-18 00:00:00,Active,RuPay,2028-12-12 00:00:00,0,
CD000682,A0005092,Debit,2022-05-28 00:00:00,2022-05-30 00:00:00,Active,Visa,2027-05-28 00:00:00,0,
CD000683,A0003055,Debit,2023-01-07 00:00:00,2023-01-12 00:00:00,Active,Mastercard,2028-01-07 00:00:00,1,
CD000684,A0003446,Debit,2024-11-30 00:00:00,2024-11-30 00:00:00,Active,Visa,2029-11-30 00:00:00,0,
CD000685,A0000134,Credit,2024-02-08 00:00:00,2024-02-10 00:00:00,Active,Mastercard,2029-02-08 00:00:00,0,
CD000686,A0003450,Credit,2023-08-01 00:00:00,2023-08-08 00:00:00,Active,RuPay,2028-08-01 00:00:00,0,
CD000687,A0001520,Debit,2025-12-21 00:00:00,2025-12-22 00:00:00,Active,RuPay,2030-12-21 00:00:00,0,
CD000688,A0002359,Debit,2022-10-22 00:00:00,2022-10-28 00:00:00,Active,Visa,2027-10-22 00:00:00,1,
CD000689,A0000027,Debit,2022-04-16 00:00:00,2022-04-23 00:00:00,Active,RuPay,2027-04-16 00:00:00,0,
CD000690,A0000582,Debit,2022-07-19 00:00:00,2022-07-19 00:00:00,Active,Mastercard,2027-07-19 00:00:00,0,
CD000691,A0003696,Debit,2024-01-06 00:00:00,2024-01-13 00:00:00,Active,Visa,2029-01-06 00:00:00,0,
CD000692,A0004654,Debit,2026-05-16 00:00:00,2026-05-22 00:00:00,Inactive,Mastercard,2031-05-16 00:00:00,0,
CD000693,A0004627,Debit,2023-01-20 00:00:00,2023-01-21 00:00:00,Active,RuPay,2028-01-20 00:00:00,0,
CD000694,A0001272,Debit,2024-07-26 00:00:00,2024-07-28 00:00:00,Active,Visa,2029-07-26 00:00:00,0,
CD000695,A0005390,Credit,2023-02-22 00:00:00,2023-02-26 00:00:00,Active,Visa,2028-02-22 00:00:00,1,
CD000696,A0000400,Debit,2022-10-12 00:00:00,2022-10-14 00:00:00,Inactive,Mastercard,2027-10-12 00:00:00,0,
CD000697,A0003036,Credit,2022-06-16 00:00:00,2022-06-16 00:00:00,Blocked,RuPay,2027-06-16 00:00:00,0,Customer Request
CD000698,A0005215,Debit,2025-03-29 00:00:00,2025-04-05 00:00:00,Active,Visa,2030-03-29 00:00:00,0,
CD000699,A0004655,Debit,2024-09-12 00:00:00,2024-09-18 00:00:00,Active,RuPay,2029-09-12 00:00:00,1,
CD000700,A0005547,Debit,2025-02-06 00:00:00,2025-02-09 00:00:00,Active,RuPay,2030-02-06 00:00:00,0,
CD000701,A0004813,Debit,2023-01-19 00:00:00,2023-01-25 00:00:00,Active,Visa,2028-01-19 00:00:00,0,
CD000702,A0002921,Credit,2023-06-16 00:00:00,2023-06-19 00:00:00,Active,RuPay,2028-06-16 00:00:00,0,
CD000703,A0005599,Credit,2022-10-25 00:00:00,2022-10-31 00:00:00,Active,Mastercard,2027-10-25 00:00:00,0,
CD000704,A0004433,Debit,2025-12-25 00:00:00,2025-12-25 00:00:00,Active,Mastercard,2030-12-25 00:00:00,1,
CD000705,A0002814,Debit,2026-03-28 00:00:00,2026-03-30 00:00:00,Active,Visa,2031-03-28 00:00:00,0,
CD000706,A0002828,Debit,2025-02-08 00:00:00,2025-02-12 00:00:00,Active,Visa,2030-02-08 00:00:00,0,
CD000707,A0004267,Debit,2026-05-23 00:00:00,2026-05-27 00:00:00,Active,Mastercard,2031-05-23 00:00:00,0,
CD000708,A0002468,Credit,2023-04-03 00:00:00,2023-04-06 00:00:00,Active,RuPay,2028-04-03 00:00:00,0,
CD000709,A0004008,Debit,2022-08-06 00:00:00,2022-08-07 00:00:00,Inactive,Visa,2027-08-06 00:00:00,0,
CD000710,A0002807,Debit,2023-03-20 00:00:00,2023-03-21 00:00:00,Active,Visa,2028-03-20 00:00:00,0,
CD000711,A0006323,Debit,2023-05-01 00:00:00,2023-05-03 00:00:00,Inactive,Visa,2028-05-01 00:00:00,0,
CD000712,A0005698,Debit,2023-01-02 00:00:00,2023-01-08 00:00:00,Active,Mastercard,2028-01-02 00:00:00,0,
CD000713,A0001244,Debit,2025-05-11 00:00:00,2025-05-11 00:00:00,Active,RuPay,2030-05-11 00:00:00,0,
CD000714,A0006107,Debit,2023-09-06 00:00:00,2023-09-11 00:00:00,Active,RuPay,2028-09-06 00:00:00,0,
CD000715,A0002549,Debit,2022-07-02 00:00:00,2022-07-04 00:00:00,Expired,Visa,2027-07-02 00:00:00,1,
CD000716,A0003498,Debit,2024-10-05 00:00:00,2024-10-05 00:00:00,Blocked,Mastercard,2029-10-05 00:00:00,0,Stolen
CD000717,A0005301,Debit,2023-12-18 00:00:00,2023-12-20 00:00:00,Active,Visa,2028-12-18 00:00:00,1,
CD000718,A0002172,Debit,2025-10-03 00:00:00,2025-10-03 00:00:00,Inactive,Visa,2030-10-03 00:00:00,1,
CD000719,A0000417,Credit,2022-06-05 00:00:00,2022-06-12 00:00:00,Active,RuPay,2027-06-05 00:00:00,0,
CD000720,A0001506,Debit,2024-01-20 00:00:00,2024-01-23 00:00:00,Active,Visa,2029-01-20 00:00:00,0,
CD000721,A0004271,Debit,2024-03-23 00:00:00,2024-03-24 00:00:00,Active,Visa,2029-03-23 00:00:00,1,
CD000722,A0005304,Debit,2022-03-04 00:00:00,2022-03-09 00:00:00,Blocked,RuPay,2027-03-04 00:00:00,0,Lost
CD000723,A0003545,Debit,2025-04-04 00:00:00,2025-04-08 00:00:00,Inactive,Mastercard,2030-04-04 00:00:00,0,
CD000724,A0005667,Debit,2025-04-30 00:00:00,2025-05-01 00:00:00,Blocked,Mastercard,2030-04-30 00:00:00,1,Customer Request
CD000725,A0002801,Debit,2023-08-25 00:00:00,2023-08-29 00:00:00,Active,Mastercard,2028-08-25 00:00:00,0,
CD000726,A0004693,Credit,2025-09-02 00:00:00,2025-09-09 00:00:00,Blocked,Visa,2030-09-02 00:00:00,0,Stolen
CD000727,A0005732,Credit,2023-09-03 00:00:00,2023-09-09 00:00:00,Active,Visa,2028-09-03 00:00:00,0,
CD000728,A0004240,Debit,2023-08-27 00:00:00,2023-08-27 00:00:00,Blocked,RuPay,2028-08-27 00:00:00,1,Customer Request
CD000729,A0005753,Credit,2024-01-26 00:00:00,2024-01-29 00:00:00,Active,Mastercard,2029-01-26 00:00:00,0,
CD000730,A0003822,Debit,2026-03-29 00:00:00,2026-04-01 00:00:00,Active,RuPay,2031-03-29 00:00:00,0,
CD000731,A0004652,Debit,2022-01-29 00:00:00,2022-02-05 00:00:00,Active,RuPay,2027-01-29 00:00:00,0,
CD000732,A0004213,Debit,2022-03-15 00:00:00,2022-03-17 00:00:00,Blocked,RuPay,2027-03-15 00:00:00,0,Stolen
CD000733,A0002617,Credit,2024-06-02 00:00:00,2024-06-02 00:00:00,Active,Mastercard,2029-06-02 00:00:00,1,
CD000734,A0001133,Debit,2025-07-03 00:00:00,2025-07-10 00:00:00,Active,Visa,2030-07-03 00:00:00,0,
CD000735,A0004497,Debit,2025-02-17 00:00:00,2025-02-21 00:00:00,Active,Visa,2030-02-17 00:00:00,0,
CD000736,A0000367,Credit,2025-05-27 00:00:00,2025-05-30 00:00:00,Active,Visa,2030-05-27 00:00:00,0,
CD000737,A0005029,Credit,2026-05-09 00:00:00,2026-05-12 00:00:00,Active,RuPay,2031-05-09 00:00:00,0,
CD000738,A0001715,Debit,2025-11-02 00:00:00,2025-11-03 00:00:00,Active,Mastercard,2030-11-02 00:00:00,0,
CD000739,A0004519,Debit,2025-09-15 00:00:00,2025-09-19 00:00:00,Active,RuPay,2030-09-15 00:00:00,1,
CD000740,A0005057,Credit,2025-10-21 00:00:00,2025-10-25 00:00:00,Inactive,Visa,2030-10-21 00:00:00,0,
CD000741,A0002512,Debit,2022-01-31 00:00:00,2022-02-06 00:00:00,Active,Mastercard,2027-01-31 00:00:00,0,
CD000742,A0001481,Credit,2023-04-03 00:00:00,2023-04-06 00:00:00,Active,Mastercard,2028-04-03 00:00:00,0,
