Complaint_ID,Customer_ID,Account_ID,Complaint_Type,Channel,Created_Date,Priority,Assigned_Team,Status,Resolved_Date,Resolution_Hours,SLA_Status,Escalated,Root_Cause
CP0000370,C003959,A0000309,Transaction Failure,Call Center,2026-02-08 21:00:00,Medium,Cards Team,Resolved,2026-02-10 23:00:00,50.0,Breached,Yes,System/Network
CP0000371,C003645,A0001387,ATM Issue,Call Center,2024-08-11 13:00:00,High,Cards Team,Resolved,2024-08-12 04:00:00,15.0,Within SLA,No,ATM/Network
CP0000372,C001475,A0005383,Transaction Failure,Call Center,2025-06-10 17:00:00,Medium,Cards Team,Resolved,2025-06-12 16:00:00,47.0,Within SLA,Yes,System/Network
CP0000373,C003831,A0003307,Unauthorized Transaction,Call Center,2026-04-02 16:00:00,High,Branch Ops,Resolved,2026-04-04 04:00:00,36.0,Within SLA,No,Fraud/Security
CP0000374,C003724,A0001367,Billing/Charges,Call Center,2024-08-23 12:00:00,Medium,Payments Team,Closed,2024-08-25 06:00:00,42.0,Breached,Yes,Fee/Charge Dispute
CP0000375,C003454,A0004316,Transaction Failure,Branch,2024-01-16 03:00:00,Medium,Branch Ops,Closed,2024-01-18 05:00:00,50.0,Breached,Yes,System/Network
CP0000376,C000345,A0004054,Billing/Charges,Call Center,2025-11-08 08:00:00,Low,Cards Team,Resolved,2025-11-10 04:00:00,44.0,Breached,Yes,Fee/Charge Dispute
CP0000377,C003506,A0003596,Transaction Failure,Branch,2025-04-25 15:00:00,Low,Cards Team,Resolved,2025-05-01 06:00:00,135.0,Breached,Yes,System/Network
CP0000378,C003082,A0005663,ATM Issue,Mobile App,2026-02-24 15:00:00,Medium,Payments Team,Resolved,2026-02-26 09:00:00,42.0,Breached,Yes,ATM/Network
CP0000379,C003287,A0002104,ATM Issue,Call Center,2024-09-16 11:00:00,Critical,Digital Support,Closed,2024-09-17 23:00:00,36.0,Within SLA,No,ATM/Network
CP0000380,C003037,A0003758,Transaction Failure,Branch,2024-10-06 02:00:00,Medium,Account Ops,Closed,2024-10-06 10:00:00,8.0,Within SLA,Yes,System/Network
CP0000381,C004148,A0000826,Transaction Failure,Branch,2026-02-02 12:00:00,Medium,Digital Support,Resolved,2026-02-03 16:00:00,28.0,Within SLA,No,System/Network
CP0000382,C001447,A0004651,Digital Banking Issue,Call Center,2024-08-26 19:00:00,High,Branch Ops,Resolved,2024-08-31 18:00:00,119.0,Breached,Yes,App/System
CP0000383,C003363,A0005027,ATM Issue,Branch,2025-08-31 17:00:00,Critical,Payments Team,Resolved,2025-09-03 01:00:00,56.0,Breached,Yes,ATM/Network
CP0000384,C004271,A0000938,Transaction Failure,Call Center,2025-12-31 08:00:00,Medium,Digital Support,Resolved,2026-01-02 16:00:00,56.0,Within SLA,No,System/Network
CP0000385,C003829,A0004269,Transaction Failure,Mobile App,2025-05-29 13:00:00,Medium,Branch Ops,Resolved,2025-05-30 15:00:00,26.0,Within SLA,No,System/Network
CP0000386,C000308,A0002933,Billing/Charges,Web,2025-01-28 12:00:00,High,Branch Ops,Resolved,2025-01-29 22:00:00,34.0,Breached,Yes,Fee/Charge Dispute
CP0000387,C003605,A0003467,Transaction Failure,Branch,2026-01-20 19:00:00,High,Payments Team,Resolved,2026-01-23 20:00:00,73.0,Breached,Yes,System/Network
CP0000388,C003860,A0004413,Card Issue,Call Center,2024-08-11 01:00:00,Low,Payments Team,Resolved,2024-08-12 16:00:00,39.0,Breached,Yes,Card Processing
CP0000389,C000227,A0005855,ATM Issue,Mobile App,2025-09-24 14:00:00,Medium,Cards Team,In Progress,,,Open,No,ATM/Network
CP0000390,C003758,A0004608,Transaction Failure,Branch,2024-04-04 01:00:00,Medium,Digital Support,Resolved,2024-04-05 02:00:00,25.0,Within SLA,No,System/Network
CP0000391,C004029,A0001837,Unauthorized Transaction,Mobile App,2025-05-30 09:00:00,Medium,Digital Support,Resolved,2025-06-01 23:00:00,62.0,Breached,Yes,Fraud/Security
CP0000392,C002449,A0004494,Card Issue,Web,2025-04-12 23:00:00,High,Payments Team,Closed,2025-04-13 21:00:00,22.0,Within SLA,No,Card Processing
CP0000393,C002347,A0004230,ATM Issue,Call Center,2024-07-20 10:00:00,Medium,Cards Team,Resolved,2024-07-21 01:00:00,15.0,Within SLA,No,ATM/Network
CP0000394,C003614,A0006313,Card Issue,Web,2024-04-23 05:00:00,High,Digital Support,Resolved,2024-04-24 17:00:00,36.0,Within SLA,No,Card Processing
CP0000395,C000843,A0005998,Transaction Failure,Call Center,2024-07-18 00:00:00,Medium,Payments Team,Pending,,,Open,No,System/Network
CP0000396,C004969,A0003379,Billing/Charges,Call Center,2026-04-05 23:00:00,Medium,Digital Support,Pending,,,Open,No,Fee/Charge Dispute
CP0000397,C002892,A0003203,Billing/Charges,Email,2024-09-25 21:00:00,Medium,Payments Team,Resolved,2024-09-27 23:00:00,50.0,Breached,Yes,Fee/Charge Dispute
CP0000398,C001744,A0003098,Billing/Charges,Email,2024-09-06 19:00:00,Medium,Account Ops,Closed,2024-09-08 05:00:00,34.0,Within SLA,No,Fee/Charge Dispute
CP0000399,C004938,A0001445,Card Issue,Call Center,2024-10-11 03:00:00,Medium,Cards Team,Resolved,2024-10-13 12:00:00,57.0,Breached,Yes,Card Processing
CP0000400,C004253,A0000077,Card Issue,Call Center,2026-01-11 18:00:00,High,Payments Team,Resolved,2026-01-13 03:00:00,33.0,Breached,Yes,Card Processing
CP0000401,C002692,A0002745,ATM Issue,Call Center,2024-06-28 18:00:00,High,Cards Team,Resolved,2024-06-29 20:00:00,26.0,Breached,Yes,ATM/Network
CP0000402,C004793,A0004461,Billing/Charges,Call Center,2024-09-21 10:00:00,Medium,Branch Ops,Resolved,2024-09-21 17:00:00,7.0,Within SLA,No,Fee/Charge Dispute
CP0000403,C004136,A0006186,ATM Issue,Mobile App,2025-08-18 10:00:00,Medium,Branch Ops,Closed,2025-08-19 16:00:00,30.0,Breached,Yes,ATM/Network
CP0000404,C003712,A0004400,ATM Issue,Email,2025-08-15 23:00:00,Medium,Cards Team,Resolved,2025-08-16 04:00:00,5.0,Within SLA,No,ATM/Network
CP0000405,C001891,A0004817,Account Issue,Web,2025-02-07 15:00:00,Medium,Branch Ops,Resolved,2025-02-11 09:00:00,90.0,Breached,Yes,Operations
CP0000406,C001694,A0006067,Transaction Failure,Branch,2025-01-08 10:00:00,Medium,Payments Team,Closed,2025-01-09 07:00:00,21.0,Within SLA,No,System/Network
CP0000407,C000529,A0000698,Billing/Charges,Branch,2024-02-11 03:00:00,Medium,Digital Support,Pending,,,Open,No,Fee/Charge Dispute
CP0000408,C003897,A0003765,Transaction Failure,Call Center,2026-02-09 10:00:00,High,Payments Team,Resolved,2026-02-12 04:00:00,66.0,Breached,Yes,System/Network
CP0000409,C003393,A0005926,ATM Issue,Branch,2024-05-18 02:00:00,Medium,Branch Ops,Resolved,2024-05-18 17:00:00,15.0,Within SLA,No,ATM/Network
CP0000410,C000963,A0001081,Account Issue,Call Center,2025-09-12 15:00:00,Medium,Payments Team,Resolved,2025-09-13 19:00:00,28.0,Within SLA,No,Operations
CP0000411,C004298,A0006009,Digital Banking Issue,Call Center,2026-06-12 02:00:00,Medium,Digital Support,Resolved,2026-06-12 20:00:00,18.0,Within SLA,No,App/System
CP0000412,C002598,A0005254,Transaction Failure,Web,2024-10-03 08:00:00,Low,Digital Support,Resolved,2024-10-04 01:00:00,17.0,Within SLA,No,System/Network
CP0000413,C004802,A0005366,Transaction Failure,Web,2025-06-16 17:00:00,Critical,Account Ops,Resolved,2025-06-17 07:00:00,14.0,Within SLA,No,System/Network
CP0000414,C001252,A0003878,Card Issue,Email,2025-08-15 20:00:00,High,Account Ops,Resolved,2025-08-16 13:00:00,17.0,Within SLA,No,Card Processing
CP0000415,C000996,A0000683,Account Issue,Mobile App,2024-04-17 08:00:00,High,Cards Team,Resolved,2024-04-19 12:00:00,52.0,Within SLA,No,Operations
CP0000416,C002458,A0000115,Transaction Failure,Branch,2024-02-11 06:00:00,High,Account Ops,Closed,2024-02-14 00:00:00,66.0,Breached,Yes,System/Network
CP0000417,C000119,A0001905,Unauthorized Transaction,Call Center,2025-11-23 09:00:00,Medium,Payments Team,Pending,,,Open,No,Fraud/Security
CP0000418,C003933,A0000523,Billing/Charges,Call Center,2025-06-16 09:00:00,Medium,Payments Team,Resolved,2025-06-21 02:00:00,113.0,Breached,Yes,Fee/Charge Dispute
CP0000419,C001590,A0002667,ATM Issue,Web,2025-06-27 01:00:00,High,Cards Team,Resolved,2025-07-02 00:00:00,119.0,Breached,Yes,ATM/Network
CP0000420,C003042,A0004288,Digital Banking Issue,Call Center,2026-05-22 09:00:00,High,Digital Support,Closed,2026-05-24 22:00:00,61.0,Within SLA,No,App/System
CP0000421,C004054,A0000009,Unauthorized Transaction,Web,2024-12-29 09:00:00,Medium,Branch Ops,In Progress,,,Open,No,Fraud/Security
CP0000422,C000647,A0004373,Account Issue,Call Center,2024-03-27 11:00:00,Medium,Cards Team,Resolved,2024-03-28 14:00:00,27.0,Within SLA,No,Operations
CP0000423,C003731,A0001267,ATM Issue,Call Center,2026-03-12 01:00:00,Low,Branch Ops,Resolved,2026-03-13 08:00:00,31.0,Within SLA,No,ATM/Network
CP0000424,C000484,A0000293,Unauthorized Transaction,Branch,2026-05-22 10:00:00,Medium,Digital Support,Resolved,2026-05-24 23:00:00,61.0,Breached,Yes,Fraud/Security
CP0000425,C001085,A0004920,Digital Banking Issue,Mobile App,2025-12-30 09:00:00,High,Digital Support,Resolved,2025-12-31 07:00:00,22.0,Within SLA,No,App/System
CP0000426,C000863,A0003514,Digital Banking Issue,Call Center,2024-08-28 20:00:00,Medium,Payments Team,Resolved,2024-08-29 22:00:00,26.0,Within SLA,No,App/System
CP0000427,C001228,A0003397,Billing/Charges,Branch,2024-12-03 21:00:00,Medium,Cards Team,Resolved,2024-12-05 03:00:00,30.0,Within SLA,No,Fee/Charge Dispute
CP0000428,C000139,A0000224,Billing/Charges,Call Center,2024-08-04 23:00:00,Medium,Payments Team,Resolved,2024-08-07 02:00:00,51.0,Breached,Yes,Fee/Charge Dispute
CP0000429,C001924,A0004434,Transaction Failure,Call Center,2024-07-27 04:00:00,Medium,Account Ops,Pending,,,Open,No,System/Network
CP0000430,C002972,A0002334,Transaction Failure,Call Center,2025-10-21 11:00:00,High,Payments Team,Resolved,2025-10-22 10:00:00,23.0,Within SLA,No,System/Network
CP0000431,C000167,A0002730,Card Issue,Branch,2024-04-13 04:00:00,Medium,Branch Ops,Resolved,2024-04-14 11:00:00,31.0,Within SLA,No,Card Processing
CP0000432,C001430,A0004436,Card Issue,Call Center,2024-09-27 22:00:00,Medium,Cards Team,Resolved,2024-09-29 10:00:00,36.0,Within SLA,No,Card Processing
CP0000433,C003147,A0001150,Card Issue,Mobile App,2024-04-28 05:00:00,Medium,Account Ops,Closed,2024-04-29 19:00:00,38.0,Within SLA,No,Card Processing
CP0000434,C000419,A0000540,ATM Issue,Call Center,2025-08-01 08:00:00,Medium,Branch Ops,In Progress,,,Open,No,ATM/Network
CP0000435,C004457,A0003766,Account Issue,Web,2024-02-09 15:00:00,Medium,Digital Support,Resolved,2024-02-11 00:00:00,33.0,Breached,Yes,Operations
CP0000436,C004342,A0002259,Digital Banking Issue,Mobile App,2025-04-18 09:00:00,Medium,Cards Team,Pending,,,Open,No,App/System
CP0000437,C002268,A0002545,Transaction Failure,Email,2026-06-09 22:00:00,Medium,Account Ops,Closed,2026-06-11 16:00:00,42.0,Within SLA,No,System/Network
CP0000438,C001068,A0001495,ATM Issue,Call Center,2024-03-20 04:00:00,Medium,Payments Team,Resolved,2024-03-22 14:00:00,58.0,Breached,Yes,ATM/Network
CP0000439,C002366,A0005088,Transaction Failure,Branch,2025-06-07 04:00:00,Medium,Branch Ops,Closed,2025-06-08 15:00:00,35.0,Breached,Yes,System/Network
CP0000440,C000410,A0000255,Account Issue,Email,2026-05-24 07:00:00,Medium,Payments Team,Resolved,2026-05-26 13:00:00,54.0,Breached,Yes,Operations
CP0000441,C002068,A0001329,Card Issue,Mobile App,2025-11-05 12:00:00,Critical,Cards Team,Resolved,2025-11-05 21:00:00,9.0,Within SLA,No,Card Processing
CP0000442,C002448,A0005087,Card Issue,Call Center,2024-12-25 16:00:00,High,Account Ops,Resolved,2024-12-26 16:00:00,24.0,Within SLA,No,Card Processing
CP0000443,C003170,A0001541,Transaction Failure,Mobile App,2025-11-15 08:00:00,Medium,Account Ops,Closed,2025-11-19 00:00:00,88.0,Breached,Yes,System/Network
CP0000444,C003225,A0003582,Unauthorized Transaction,Web,2026-02-02 01:00:00,Low,Digital Support,Resolved,2026-02-02 06:00:00,5.0,Within SLA,No,Fraud/Security
CP0000445,C003652,A0004539,ATM Issue,Call Center,2026-01-08 13:00:00,Medium,Cards Team,Resolved,2026-01-11 01:00:00,60.0,Breached,Yes,ATM/Network
CP0000446,C000549,A0002353,Card Issue,Email,2025-12-17 09:00:00,Low,Cards Team,Resolved,2025-12-21 09:00:00,96.0,Breached,Yes,Card Processing
CP0000447,C001366,A0003683,Unauthorized Transaction,Branch,2026-02-02 10:00:00,Medium,Digital Support,Resolved,2026-02-03 15:00:00,29.0,Within SLA,No,Fraud/Security
CP0000448,C001830,A0006129,Card Issue,Branch,2024-04-24 07:00:00,High,Digital Support,Closed,2024-04-26 08:00:00,49.0,Breached,Yes,Card Processing
CP0000449,C004777,A0004240,Card Issue,Mobile App,2024-12-19 09:00:00,Medium,Branch Ops,Resolved,2024-12-19 18:00:00,9.0,Within SLA,No,Card Processing
CP0000450,C004829,A0000314,Digital Banking Issue,Mobile App,2025-04-11 18:00:00,Medium,Payments Team,Resolved,2025-04-12 19:00:00,25.0,Within SLA,No,App/System
CP0000451,C003490,A0003821,Digital Banking Issue,Branch,2025-01-17 11:00:00,Medium,Payments Team,Resolved,2025-01-19 07:00:00,44.0,Within SLA,No,App/System
CP0000452,C004691,A0005904,Card Issue,Mobile App,2026-02-09 13:00:00,Critical,Payments Team,Resolved,2026-02-11 01:00:00,36.0,Within SLA,No,Card Processing
CP0000453,C003027,A0002561,Billing/Charges,Call Center,2025-04-22 12:00:00,Medium,Cards Team,In Progress,,,Open,No,Fee/Charge Dispute
CP0000454,C001808,A0000290,Transaction Failure,Mobile App,2026-02-23 01:00:00,Critical,Account Ops,Resolved,2026-02-23 07:00:00,6.0,Within SLA,No,System/Network
CP0000455,C004594,A0002098,Transaction Failure,Mobile App,2024-06-18 14:00:00,High,Cards Team,In Progress,,,Open,No,System/Network
CP0000456,C004505,A0005868,Card Issue,Mobile App,2025-01-24 05:00:00,Medium,Branch Ops,Resolved,2025-01-24 18:00:00,13.0,Within SLA,No,Card Processing
CP0000457,C002637,A0005722,Card Issue,Web,2024-09-15 11:00:00,Medium,Payments Team,Resolved,2024-09-16 23:00:00,36.0,Breached,Yes,Card Processing
CP0000458,C000979,A0002291,ATM Issue,Mobile App,2025-07-26 02:00:00,Medium,Payments Team,Resolved,2025-07-27 12:00:00,34.0,Within SLA,No,ATM/Network
CP0000459,C004754,A0002471,Unauthorized Transaction,Mobile App,2024-01-26 00:00:00,Medium,Cards Team,Resolved,2024-01-26 19:00:00,19.0,Within SLA,No,Fraud/Security
CP0000460,C003227,A0004835,Unauthorized Transaction,Branch,2026-03-16 11:00:00,Medium,Branch Ops,Resolved,2026-03-17 18:00:00,31.0,Breached,Yes,Fraud/Security
CP0000461,C001573,A0000112,Billing/Charges,Call Center,2025-05-30 19:00:00,Medium,Cards Team,Resolved,2025-06-02 08:00:00,61.0,Within SLA,No,Fee/Charge Dispute
CP0000462,C000635,A0003555,Unauthorized Transaction,Call Center,2025-12-01 10:00:00,Medium,Digital Support,Pending,,,Open,No,Fraud/Security
CP0000463,C001444,A0002355,Transaction Failure,Branch,2024-02-09 22:00:00,Medium,Digital Support,Resolved,2024-02-12 08:00:00,58.0,Breached,Yes,System/Network
CP0000464,C000886,A0005651,Digital Banking Issue,Email,2024-12-19 23:00:00,High,Branch Ops,Resolved,2024-12-20 17:00:00,18.0,Within SLA,No,App/System
CP0000465,C004061,A0003283,Account Issue,Web,2025-07-07 01:00:00,Medium,Digital Support,Pending,,,Open,Yes,Operations
CP0000466,C003940,A0006499,Card Issue,Mobile App,2025-01-16 20:00:00,Medium,Payments Team,Closed,2025-01-19 13:00:00,65.0,Breached,Yes,Card Processing
CP0000467,C003486,A0001023,Billing/Charges,Branch,2024-08-31 14:00:00,Medium,Payments Team,Resolved,2024-09-01 08:00:00,18.0,Within SLA,No,Fee/Charge Dispute
CP0000468,C001224,A0004323,Billing/Charges,Mobile App,2024-08-01 21:00:00,High,Account Ops,Pending,,,Open,No,Fee/Charge Dispute
CP0000469,C001756,A0003750,Transaction Failure,Mobile App,2024-01-28 17:00:00,Low,Payments Team,Resolved,2024-01-30 13:00:00,44.0,Within SLA,No,System/Network
CP0000470,C001330,A0000790,Transaction Failure,Branch,2024-07-12 01:00:00,Medium,Cards Team,Resolved,2024-07-12 21:00:00,20.0,Within SLA,No,System/Network
CP0000471,C001768,A0004282,Billing/Charges,Call Center,2025-02-18 00:00:00,Medium,Branch Ops,Closed,2025-02-20 05:00:00,53.0,Breached,Yes,Fee/Charge Dispute
CP0000472,C000125,A0000894,Unauthorized Transaction,Call Center,2024-05-11 18:00:00,Medium,Digital Support,Resolved,2024-05-13 09:00:00,39.0,Breached,Yes,Fraud/Security
CP0000473,C003251,A0005274,ATM Issue,Branch,2025-06-06 12:00:00,Low,Digital Support,Resolved,2025-06-11 22:00:00,130.0,Breached,Yes,ATM/Network
CP0000474,C002401,A0003443,Account Issue,Mobile App,2025-06-22 17:00:00,Medium,Payments Team,Resolved,2025-06-25 19:00:00,74.0,Breached,Yes,Operations
CP0000475,C002934,A0001101,Billing/Charges,Branch,2024-04-24 03:00:00,Medium,Digital Support,Resolved,2024-04-25 08:00:00,29.0,Breached,Yes,Fee/Charge Dispute
CP0000476,C001441,A0005253,ATM Issue,Branch,2025-10-30 06:00:00,Medium,Cards Team,Pending,,,Open,No,ATM/Network
CP0000477,C004305,A0001732,Unauthorized Transaction,Call Center,2025-11-16 03:00:00,Medium,Branch Ops,Resolved,2025-11-16 14:00:00,11.0,Within SLA,No,Fraud/Security
CP0000478,C004762,A0004561,Transaction Failure,Web,2026-06-17 23:00:00,Medium,Branch Ops,Resolved,2026-06-18 12:00:00,13.0,Within SLA,No,System/Network
CP0000479,C004050,A0003084,ATM Issue,Email,2025-11-06 09:00:00,Medium,Digital Support,Closed,2025-11-06 22:00:00,13.0,Within SLA,No,ATM/Network
CP0000480,C004967,A0006355,Digital Banking Issue,Call Center,2025-10-05 23:00:00,High,Cards Team,Pending,,,Open,No,App/System
CP0000481,C003057,A0004233,Billing/Charges,Call Center,2026-05-05 12:00:00,Low,Digital Support,Resolved,2026-05-09 04:00:00,88.0,Breached,Yes,Fee/Charge Dispute
CP0000482,C000795,A0003211,Billing/Charges,Email,2024-07-27 00:00:00,Low,Cards Team,Resolved,2024-07-29 11:00:00,59.0,Breached,Yes,Fee/Charge Dispute
CP0000483,C000608,A0005125,Card Issue,Branch,2024-09-12 05:00:00,High,Branch Ops,Resolved,2024-09-13 18:00:00,37.0,Within SLA,No,Card Processing
CP0000484,C001351,A0004500,Digital Banking Issue,Branch,2025-06-06 00:00:00,Medium,Payments Team,Resolved,2025-06-06 22:00:00,22.0,Within SLA,No,App/System
CP0000485,C002106,A0000351,ATM Issue,Call Center,2024-12-10 23:00:00,High,Cards Team,Resolved,2024-12-15 09:00:00,106.0,Breached,Yes,ATM/Network
CP0000486,C000679,A0000653,Account Issue,Mobile App,2024-11-18 18:00:00,Low,Account Ops,Resolved,2024-11-20 02:00:00,32.0,Within SLA,No,Operations
CP0000487,C003759,A0001519,ATM Issue,Branch,2024-05-20 20:00:00,Medium,Cards Team,Resolved,2024-05-22 20:00:00,48.0,Within SLA,Yes,ATM/Network
CP0000488,C000793,A0003395,Digital Banking Issue,Email,2025-04-04 19:00:00,Medium,Branch Ops,Pending,,,Open,No,App/System
CP0000489,C004585,A0006162,Billing/Charges,Call Center,2024-01-30 08:00:00,Critical,Digital Support,Resolved,2024-01-31 12:00:00,28.0,Within SLA,No,Fee/Charge Dispute
CP0000490,C002991,A0001962,Digital Banking Issue,Mobile App,2025-06-18 18:00:00,Medium,Digital Support,Resolved,2025-06-21 05:00:00,59.0,Within SLA,No,App/System
CP0000491,C000060,A0001019,Billing/Charges,Branch,2024-12-20 07:00:00,High,Digital Support,Closed,2024-12-21 11:00:00,28.0,Within SLA,No,Fee/Charge Dispute
CP0000492,C004969,A0002305,Digital Banking Issue,Call Center,2024-08-25 05:00:00,High,Account Ops,Resolved,2024-08-27 02:00:00,45.0,Within SLA,No,App/System
CP0000493,C000258,A0006025,Billing/Charges,Email,2025-11-27 20:00:00,High,Branch Ops,Resolved,2025-11-29 20:00:00,48.0,Breached,Yes,Fee/Charge Dispute
CP0000494,C001501,A0002268,Account Issue,Branch,2025-05-19 22:00:00,Medium,Account Ops,Resolved,2025-05-21 23:00:00,49.0,Breached,Yes,Operations
CP0000495,C003723,A0003877,Card Issue,Call Center,2025-09-05 19:00:00,Medium,Account Ops,Resolved,2025-09-09 18:00:00,95.0,Breached,Yes,Card Processing
CP0000496,C001040,A0001971,Account Issue,Call Center,2024-03-26 20:00:00,Low,Cards Team,Resolved,2024-03-27 15:00:00,19.0,Within SLA,No,Operations
CP0000497,C000755,A0005952,Unauthorized Transaction,Mobile App,2024-11-23 06:00:00,High,Cards Team,Resolved,2024-11-26 00:00:00,66.0,Breached,Yes,Fraud/Security
CP0000498,C004318,A0000149,Transaction Failure,Branch,2026-05-24 19:00:00,Medium,Payments Team,Resolved,2026-05-26 05:00:00,34.0,Within SLA,No,System/Network
CP0000499,C001954,A0000220,Transaction Failure,Call Center,2026-06-18 01:00:00,Medium,Cards Team,Resolved,2026-06-18 05:00:00,4.0,Within SLA,No,System/Network
CP0000500,C001910,A0004281,Transaction Failure,Mobile App,2025-12-22 11:00:00,Medium,Branch Ops,Resolved,2025-12-25 02:00:00,63.0,Breached,Yes,System/Network
CP0000501,C001170,A0003089,Card Issue,Web,2025-03-23 16:00:00,Medium,Cards Team,Resolved,2025-03-24 17:00:00,25.0,Within SLA,No,Card Processing
CP0000502,C000014,A0005325,ATM Issue,Call Center,2024-12-23 21:00:00,Medium,Payments Team,Resolved,2024-12-24 23:00:00,26.0,Within SLA,No,ATM/Network
CP0000503,C001157,A0002858,Digital Banking Issue,Call Center,2026-05-04 09:00:00,High,Account Ops,Resolved,2026-05-05 07:00:00,22.0,Within SLA,No,App/System
CP0000504,C000681,A0000067,Digital Banking Issue,Call Center,2026-03-31 14:00:00,Medium,Payments Team,Resolved,2026-04-02 17:00:00,51.0,Breached,Yes,App/System
CP0000505,C002633,A0000267,Digital Banking Issue,Email,2025-08-22 08:00:00,Medium,Account Ops,Resolved,2025-08-25 10:00:00,74.0,Breached,Yes,App/System
CP0000506,C004156,A0005760,Transaction Failure,Mobile App,2026-02-28 07:00:00,High,Account Ops,Resolved,2026-03-02 09:00:00,50.0,Within SLA,No,System/Network
CP0000507,C004436,A0005581,Unauthorized Transaction,Call Center,2024-01-05 11:00:00,Medium,Branch Ops,Resolved,2024-01-06 09:00:00,22.0,Within SLA,No,Fraud/Security
CP0000508,C004128,A0005082,Unauthorized Transaction,Call Center,2026-06-06 07:00:00,Medium,Account Ops,Closed,2026-06-07 00:00:00,17.0,Within SLA,No,Fraud/Security
CP0000509,C002516,A0005452,Billing/Charges,Branch,2024-09-02 15:00:00,Medium,Cards Team,Resolved,2024-09-02 22:00:00,7.0,Within SLA,No,Fee/Charge Dispute
CP0000510,C001529,A0002753,Digital Banking Issue,Branch,2025-08-23 18:00:00,Critical,Account Ops,Resolved,2025-08-24 20:00:00,26.0,Within SLA,No,App/System
CP0000511,C001556,A0001403,Billing/Charges,Call Center,2025-10-09 04:00:00,Low,Payments Team,Resolved,2025-10-10 22:00:00,42.0,Breached,Yes,Fee/Charge Dispute
CP0000512,C001393,A0001585,Digital Banking Issue,Web,2026-04-18 19:00:00,Medium,Payments Team,Resolved,2026-04-19 21:00:00,26.0,Within SLA,No,App/System
CP0000513,C001644,A0003622,Billing/Charges,Mobile App,2025-04-23 10:00:00,Medium,Digital Support,Resolved,2025-04-24 13:00:00,27.0,Breached,Yes,Fee/Charge Dispute
CP0000514,C004695,A0002754,Transaction Failure,Mobile App,2026-04-20 14:00:00,Low,Account Ops,Resolved,2026-04-22 08:00:00,42.0,Within SLA,No,System/Network
CP0000515,C001553,A0001713,ATM Issue,Email,2026-05-23 05:00:00,Medium,Digital Support,Resolved,2026-05-24 17:00:00,36.0,Within SLA,No,ATM/Network
CP0000516,C004007,A0005020,Account Issue,Call Center,2025-03-16 04:00:00,High,Payments Team,Pending,,,Open,No,Operations
CP0000517,C000973,A0003271,ATM Issue,Mobile App,2026-05-16 15:00:00,Low,Cards Team,Closed,2026-05-18 03:00:00,36.0,Breached,Yes,ATM/Network
CP0000518,C004237,A0004616,Card Issue,Mobile App,2026-05-14 06:00:00,Medium,Payments Team,Resolved,2026-05-15 02:00:00,20.0,Within SLA,No,Card Processing
CP0000519,C001687,A0001066,ATM Issue,Call Center,2025-09-11 00:00:00,Medium,Digital Support,Resolved,2025-09-14 07:00:00,79.0,Breached,Yes,ATM/Network
CP0000520,C002222,A0005158,Transaction Failure,Branch,2025-10-30 23:00:00,Low,Branch Ops,Resolved,2025-10-31 16:00:00,17.0,Within SLA,No,System/Network
CP0000521,C004556,A0006072,Transaction Failure,Email,2026-05-23 04:00:00,High,Payments Team,Resolved,2026-05-25 02:00:00,46.0,Breached,Yes,System/Network
CP0000522,C001011,A0005853,ATM Issue,Branch,2026-04-13 00:00:00,Low,Cards Team,Resolved,2026-04-14 06:00:00,30.0,Within SLA,No,ATM/Network
CP0000523,C003681,A0000064,Unauthorized Transaction,Branch,2026-04-01 04:00:00,High,Cards Team,Resolved,2026-04-04 08:00:00,76.0,Breached,Yes,Fraud/Security
CP0000524,C002180,A0006015,Transaction Failure,Branch,2024-08-20 09:00:00,Critical,Account Ops,In Progress,,,Open,No,System/Network
CP0000525,C001199,A0004492,Account Issue,Branch,2025-05-08 20:00:00,Medium,Cards Team,Resolved,2025-05-10 21:00:00,49.0,Breached,Yes,Operations
CP0000526,C002604,A0002367,Card Issue,Call Center,2026-05-07 03:00:00,Medium,Digital Support,Resolved,2026-05-08 03:00:00,24.0,Within SLA,No,Card Processing
CP0000527,C002872,A0002204,ATM Issue,Call Center,2025-10-24 15:00:00,High,Branch Ops,In Progress,,,Open,No,ATM/Network
CP0000528,C001329,A0002816,Transaction Failure,Mobile App,2024-01-07 09:00:00,High,Digital Support,Resolved,2024-01-08 13:00:00,28.0,Within SLA,No,System/Network
CP0000529,C002182,A0003269,Card Issue,Call Center,2024-10-29 12:00:00,Low,Branch Ops,Resolved,2024-10-30 00:00:00,12.0,Within SLA,No,Card Processing
CP0000530,C003786,A0003165,Account Issue,Call Center,2024-04-08 03:00:00,Low,Cards Team,Closed,2024-04-09 22:00:00,43.0,Within SLA,No,Operations
CP0000531,C004352,A0004000,Unauthorized Transaction,Email,2025-05-25 20:00:00,Low,Payments Team,Resolved,2025-05-26 12:00:00,16.0,Within SLA,No,Fraud/Security
CP0000532,C002019,A0001531,Digital Banking Issue,Call Center,2026-06-27 03:00:00,Medium,Cards Team,Resolved,2026-06-30 01:00:00,70.0,Breached,Yes,App/System
CP0000533,C000006,A0001335,Unauthorized Transaction,Mobile App,2026-05-28 19:00:00,Medium,Account Ops,Resolved,2026-05-29 16:00:00,21.0,Within SLA,No,Fraud/Security
