Payment_ID,Loan_ID,Due_Date,Payment_Date,EMI_Amount,Amount_Paid,Payment_Status,Days_Past_Due,Payment_Mode
LP00003987,L000588,2025-08-20 00:00:00,2025-08-20 00:00:00,3636.9,3636.9,Paid,0,UPI
LP00003988,L000588,2025-09-20 00:00:00,2025-09-20 00:00:00,3636.9,3636.9,Paid,0,UPI
LP00003989,L000588,2025-10-20 00:00:00,2025-10-20 00:00:00,3636.9,3636.9,Paid,0,UPI
LP00003990,L000588,2025-11-20 00:00:00,2025-11-20 00:00:00,3636.9,3636.9,Paid,0,NEFT
LP00003991,L000588,2025-12-20 00:00:00,2025-12-20 00:00:00,3636.9,3636.9,Paid,0,Auto Debit
LP00003992,L000588,2026-01-20 00:00:00,2026-01-20 00:00:00,3636.9,3636.9,Paid,0,UPI
LP00003993,L000588,2026-02-20 00:00:00,2026-02-20 00:00:00,3636.9,3636.9,Paid,0,Auto Debit
LP00003994,L000588,2026-03-20 00:00:00,2026-03-20 00:00:00,3636.9,3636.9,Paid,0,Branch
LP00003995,L000588,2026-04-20 00:00:00,2026-04-20 00:00:00,3636.9,3636.9,Paid,0,UPI
LP00003996,L000588,2026-05-20 00:00:00,2026-05-20 00:00:00,3636.9,3636.9,Paid,0,NEFT
LP00003997,L000588,2026-06-20 00:00:00,2026-06-20 00:00:00,3636.9,3636.9,Paid,0,Branch
LP00003998,L000589,2024-10-11 00:00:00,2024-10-11 00:00:00,8002.35,8002.35,Paid,0,NEFT
LP00003999,L000589,2024-11-11 00:00:00,2024-11-11 00:00:00,8002.35,8002.35,Paid,0,NEFT
LP00004000,L000589,2024-12-11 00:00:00,2024-12-11 00:00:00,8002.35,8002.35,Paid,0,NEFT
LP00004001,L000589,2025-01-11 00:00:00,2025-01-11 00:00:00,8002.35,8002.35,Paid,0,Auto Debit
LP00004002,L000589,2025-02-11 00:00:00,2025-02-11 00:00:00,8002.35,8002.35,Paid,0,Auto Debit
LP00004003,L000589,2025-03-11 00:00:00,2025-03-11 00:00:00,8002.35,8002.35,Paid,0,NEFT
LP00004004,L000589,2025-04-11 00:00:00,2025-06-16 00:00:00,8002.35,3880.56,Overdue,66,Auto Debit
LP00004005,L000589,2025-05-11 00:00:00,2025-05-11 00:00:00,8002.35,8002.35,Paid,0,Branch
LP00004006,L000589,2025-06-11 00:00:00,2025-06-11 00:00:00,8002.35,8002.35,Paid,0,Auto Debit
LP00004007,L000589,2025-07-11 00:00:00,2025-07-11 00:00:00,8002.35,8002.35,Paid,0,UPI
LP00004008,L000589,2025-08-11 00:00:00,2025-08-11 00:00:00,8002.35,8002.35,Paid,0,Branch
LP00004009,L000590,2023-05-24 00:00:00,2023-05-24 00:00:00,5447.25,5447.25,Paid,0,Auto Debit
LP00004010,L000590,2023-06-24 00:00:00,2023-06-24 00:00:00,5447.25,5447.25,Paid,0,Branch
LP00004011,L000590,2023-07-24 00:00:00,2023-07-24 00:00:00,5447.25,5447.25,Paid,0,UPI
LP00004012,L000590,2023-08-24 00:00:00,2023-08-24 00:00:00,5447.25,5447.25,Paid,0,UPI
LP00004013,L000590,2023-09-24 00:00:00,2023-09-24 00:00:00,5447.25,5447.25,Paid,0,Auto Debit
LP00004014,L000590,2023-10-24 00:00:00,2023-10-24 00:00:00,5447.25,5447.25,Paid,0,Auto Debit
LP00004015,L000590,2023-11-24 00:00:00,2023-11-24 00:00:00,5447.25,5447.25,Paid,0,NEFT
LP00004016,L000590,2023-12-24 00:00:00,2023-12-24 00:00:00,5447.25,5447.25,Paid,0,UPI
LP00004017,L000596,2025-04-15 00:00:00,2025-04-15 00:00:00,14733.0,14733.0,Paid,0,Auto Debit
LP00004018,L000596,2025-05-15 00:00:00,2025-05-15 00:00:00,14733.0,14733.0,Paid,0,Branch
LP00004019,L000596,2025-06-15 00:00:00,2025-06-15 00:00:00,14733.0,14733.0,Paid,0,Auto Debit
LP00004020,L000596,2025-07-15 00:00:00,2025-07-15 00:00:00,14733.0,14733.0,Paid,0,Auto Debit
LP00004021,L000596,2025-08-15 00:00:00,2025-08-15 00:00:00,14733.0,14733.0,Paid,0,Branch
LP00004022,L000596,2025-09-15 00:00:00,2025-11-24 00:00:00,14733.0,7298.49,Overdue,70,Branch
LP00004023,L000596,2025-10-15 00:00:00,2026-01-21 00:00:00,14733.0,13741.66,Overdue,98,Branch
LP00004024,L000596,2025-11-15 00:00:00,2025-11-15 00:00:00,14733.0,14733.0,Paid,0,Branch
LP00004025,L000596,2025-12-15 00:00:00,2025-12-15 00:00:00,14733.0,14733.0,Paid,0,UPI
LP00004026,L000596,2026-01-15 00:00:00,2026-01-15 00:00:00,14733.0,14733.0,Paid,0,Auto Debit
LP00004027,L000596,2026-02-15 00:00:00,2026-02-15 00:00:00,14733.0,14733.0,Paid,0,NEFT
LP00004028,L000596,2026-03-15 00:00:00,2026-03-15 00:00:00,14733.0,14733.0,Paid,0,Branch
LP00004029,L000596,2026-04-15 00:00:00,2026-04-15 00:00:00,14733.0,14733.0,Paid,0,Branch
LP00004030,L000596,2026-05-15 00:00:00,2026-07-14 00:00:00,14733.0,10176.54,Overdue,60,NEFT
LP00004031,L000599,2024-12-12 00:00:00,2024-12-12 00:00:00,4041.45,4041.45,Paid,0,UPI
LP00004032,L000599,2025-01-12 00:00:00,2025-01-12 00:00:00,4041.45,4041.45,Paid,0,NEFT
LP00004033,L000599,2025-02-12 00:00:00,2025-02-12 00:00:00,4041.45,4041.45,Paid,0,NEFT
LP00004034,L000599,2025-03-12 00:00:00,2025-03-12 00:00:00,4041.45,4041.45,Paid,0,Auto Debit
LP00004035,L000599,2025-04-12 00:00:00,2025-05-17 00:00:00,4041.45,3818.46,Overdue,35,Branch
LP00004036,L000599,2025-05-12 00:00:00,2025-05-12 00:00:00,4041.45,4041.45,Paid,0,Branch
LP00004037,L000599,2025-06-12 00:00:00,2025-06-12 00:00:00,4041.45,4041.45,Paid,0,UPI
LP00004038,L000599,2025-07-12 00:00:00,2025-09-01 00:00:00,4041.45,2511.08,Overdue,51,UPI
LP00004039,L000599,2025-08-12 00:00:00,2025-08-12 00:00:00,4041.45,4041.45,Paid,0,UPI
LP00004040,L000599,2025-09-12 00:00:00,2025-11-29 00:00:00,4041.45,2970.76,Overdue,78,UPI
LP00004041,L000599,2025-10-12 00:00:00,2025-10-12 00:00:00,4041.45,4041.45,Paid,0,UPI
LP00004042,L000599,2025-11-12 00:00:00,2025-11-12 00:00:00,4041.45,4041.45,Paid,0,UPI
LP00004043,L000601,2024-09-13 00:00:00,2024-09-13 00:00:00,6599.25,6599.25,Paid,0,Auto Debit
LP00004044,L000601,2024-10-13 00:00:00,2024-10-13 00:00:00,6599.25,6599.25,Paid,0,Auto Debit
LP00004045,L000601,2024-11-13 00:00:00,2024-11-13 00:00:00,6599.25,6599.25,Paid,0,Branch
LP00004046,L000601,2024-12-13 00:00:00,2024-12-13 00:00:00,6599.25,6599.25,Paid,0,NEFT
LP00004047,L000601,2025-01-13 00:00:00,2025-01-13 00:00:00,6599.25,6599.25,Paid,0,Auto Debit
LP00004048,L000601,2025-02-13 00:00:00,2025-02-13 00:00:00,6599.25,6599.25,Paid,0,UPI
LP00004049,L000601,2025-03-13 00:00:00,2025-03-13 00:00:00,6599.25,6599.25,Paid,0,UPI
LP00004050,L000601,2025-04-13 00:00:00,2025-04-13 00:00:00,6599.25,6599.25,Paid,0,NEFT
LP00004051,L000601,2025-05-13 00:00:00,2025-05-13 00:00:00,6599.25,6599.25,Paid,0,UPI
LP00004052,L000601,2025-06-13 00:00:00,2025-06-13 00:00:00,6599.25,6599.25,Paid,0,NEFT
LP00004053,L000601,2025-07-13 00:00:00,2025-07-13 00:00:00,6599.25,6599.25,Paid,0,NEFT
LP00004054,L000601,2025-08-13 00:00:00,2025-08-13 00:00:00,6599.25,6599.25,Paid,0,Branch
LP00004055,L000601,2025-09-13 00:00:00,2025-09-13 00:00:00,6599.25,6599.25,Paid,0,NEFT
LP00004056,L000603,2024-05-15 00:00:00,2024-05-15 00:00:00,4633.2,4633.2,Paid,0,UPI
LP00004057,L000603,2024-06-15 00:00:00,2024-06-15 00:00:00,4633.2,4633.2,Paid,0,NEFT
LP00004058,L000603,2024-07-15 00:00:00,2024-07-15 00:00:00,4633.2,4633.2,Paid,0,Branch
LP00004059,L000603,2024-08-15 00:00:00,2024-08-15 00:00:00,4633.2,4633.2,Paid,0,NEFT
LP00004060,L000603,2024-09-15 00:00:00,2024-09-15 00:00:00,4633.2,4633.2,Paid,0,UPI
LP00004061,L000603,2024-10-15 00:00:00,2024-12-04 00:00:00,4633.2,1961.13,Overdue,50,Auto Debit
LP00004062,L000603,2024-11-15 00:00:00,2024-11-15 00:00:00,4633.2,4633.2,Paid,0,Branch
LP00004063,L000603,2024-12-15 00:00:00,2024-12-15 00:00:00,4633.2,4633.2,Paid,0,Auto Debit
LP00004064,L000604,2024-01-28 00:00:00,2024-02-26 00:00:00,15526.8,15526.8,Late,29,UPI
LP00004065,L000604,2024-02-28 00:00:00,2024-02-28 00:00:00,15526.8,15526.8,Paid,0,UPI
LP00004066,L000604,2024-03-28 00:00:00,2024-03-28 00:00:00,15526.8,15526.8,Paid,0,Auto Debit
LP00004067,L000604,2024-04-28 00:00:00,2024-07-04 00:00:00,15526.8,11677.99,Overdue,67,UPI
LP00004068,L000604,2024-05-28 00:00:00,2024-05-28 00:00:00,15526.8,15526.8,Paid,0,Auto Debit
LP00004069,L000604,2024-06-28 00:00:00,2024-07-10 00:00:00,15526.8,15526.8,Late,12,UPI
LP00004070,L000604,2024-07-28 00:00:00,2024-07-28 00:00:00,15526.8,15526.8,Paid,0,UPI
LP00004071,L000604,2024-08-28 00:00:00,2024-08-28 00:00:00,15526.8,15526.8,Paid,0,Branch
LP00004072,L000607,2023-02-26 00:00:00,2023-02-26 00:00:00,4659.75,4659.75,Paid,0,NEFT
LP00004073,L000607,2023-03-26 00:00:00,2023-03-26 00:00:00,4659.75,4659.75,Paid,0,Auto Debit
LP00004074,L000607,2023-04-26 00:00:00,2023-04-26 00:00:00,4659.75,4659.75,Paid,0,Branch
LP00004075,L000607,2023-05-26 00:00:00,2023-05-26 00:00:00,4659.75,4659.75,Paid,0,Branch
LP00004076,L000607,2023-06-26 00:00:00,2023-06-26 00:00:00,4659.75,4659.75,Paid,0,NEFT
LP00004077,L000607,2023-07-26 00:00:00,2023-07-26 00:00:00,4659.75,4659.75,Paid,0,UPI
LP00004078,L000607,2023-08-26 00:00:00,2023-09-08 00:00:00,4659.75,4659.75,Late,13,Branch
LP00004079,L000607,2023-09-26 00:00:00,2023-09-26 00:00:00,4659.75,4659.75,Paid,0,Branch
LP00004080,L000607,2023-10-26 00:00:00,2023-10-26 00:00:00,4659.75,4659.75,Paid,0,UPI
LP00004081,L000607,2023-11-26 00:00:00,2023-11-26 00:00:00,4659.75,4659.75,Paid,0,Branch
LP00004082,L000607,2023-12-26 00:00:00,2023-12-26 00:00:00,4659.75,4659.75,Paid,0,NEFT
LP00004083,L000607,2024-01-26 00:00:00,2024-04-06 00:00:00,4659.75,4113.68,Overdue,71,Branch
LP00004084,L000607,2024-02-26 00:00:00,2024-02-26 00:00:00,4659.75,4659.75,Paid,0,Auto Debit
LP00004085,L000607,2024-03-26 00:00:00,2024-03-26 00:00:00,4659.75,4659.75,Paid,0,NEFT
LP00004086,L000608,2025-08-23 00:00:00,2025-08-23 00:00:00,13275.0,13275.0,Paid,0,NEFT
LP00004087,L000608,2025-09-23 00:00:00,2025-09-23 00:00:00,13275.0,13275.0,Paid,0,NEFT
LP00004088,L000608,2025-10-23 00:00:00,2025-10-23 00:00:00,13275.0,13275.0,Paid,0,UPI
LP00004089,L000608,2025-11-23 00:00:00,2025-11-23 00:00:00,13275.0,13275.0,Paid,0,NEFT
LP00004090,L000608,2025-12-23 00:00:00,2025-12-23 00:00:00,13275.0,13275.0,Paid,0,NEFT
LP00004091,L000609,2025-06-24 00:00:00,2025-08-02 00:00:00,15780.6,12366.01,Overdue,39,Branch
LP00004092,L000609,2025-07-24 00:00:00,2025-07-24 00:00:00,15780.6,15780.6,Paid,0,Branch
LP00004093,L000609,2025-08-24 00:00:00,2025-08-24 00:00:00,15780.6,15780.6,Paid,0,Auto Debit
LP00004094,L000609,2025-09-24 00:00:00,2025-12-30 00:00:00,15780.6,12984.12,Overdue,97,NEFT
LP00004095,L000609,2025-10-24 00:00:00,2025-10-24 00:00:00,15780.6,15780.6,Paid,0,NEFT
LP00004096,L000609,2025-11-24 00:00:00,2025-11-24 00:00:00,15780.6,15780.6,Paid,0,Auto Debit
LP00004097,L000609,2025-12-24 00:00:00,2025-12-24 00:00:00,15780.6,15780.6,Paid,0,NEFT
LP00004098,L000609,2026-01-24 00:00:00,2026-03-11 00:00:00,15780.6,6712.37,Overdue,46,Branch
LP00004099,L000609,2026-02-24 00:00:00,2026-05-13 00:00:00,15780.6,10488.24,Overdue,78,Auto Debit
LP00004100,L000609,2026-03-24 00:00:00,2026-03-24 00:00:00,15780.6,15780.6,Paid,0,UPI
LP00004101,L000609,2026-04-24 00:00:00,2026-04-24 00:00:00,15780.6,15780.6,Paid,0,Auto Debit
LP00004102,L000609,2026-05-24 00:00:00,2026-07-10 00:00:00,15780.6,8055.25,Overdue,47,UPI
LP00004103,L000609,2026-06-24 00:00:00,2026-06-24 00:00:00,15780.6,15780.6,Paid,0,Branch
LP00004104,L000610,2024-07-11 00:00:00,2024-07-11 00:00:00,3393.0,3393.0,Paid,0,Auto Debit
LP00004105,L000610,2024-08-11 00:00:00,2024-08-11 00:00:00,3393.0,3393.0,Paid,0,Auto Debit
LP00004106,L000610,2024-09-11 00:00:00,2024-11-06 00:00:00,3393.0,1669.16,Overdue,56,NEFT
LP00004107,L000610,2024-10-11 00:00:00,2024-10-11 00:00:00,3393.0,3393.0,Paid,0,UPI
LP00004108,L000611,2025-10-08 00:00:00,2025-10-08 00:00:00,1442.25,1442.25,Paid,0,NEFT
LP00004109,L000611,2025-11-08 00:00:00,2025-11-08 00:00:00,1442.25,1442.25,Paid,0,NEFT
LP00004110,L000611,2025-12-08 00:00:00,2025-12-08 00:00:00,1442.25,1442.25,Paid,0,Branch
LP00004111,L000611,2026-01-08 00:00:00,2026-01-08 00:00:00,1442.25,1442.25,Paid,0,Branch
LP00004112,L000611,2026-02-08 00:00:00,2026-05-15 00:00:00,1442.25,629.31,Overdue,96,Auto Debit
LP00004113,L000611,2026-03-08 00:00:00,2026-03-08 00:00:00,1442.25,1442.25,Paid,0,UPI
LP00004114,L000611,2026-04-08 00:00:00,2026-05-23 00:00:00,1442.25,721.25,Overdue,45,Branch
LP00004115,L000611,2026-05-08 00:00:00,2026-05-08 00:00:00,1442.25,1442.25,Paid,0,UPI
LP00004116,L000611,2026-06-08 00:00:00,2026-06-08 00:00:00,1442.25,1442.25,Paid,0,UPI
LP00004117,L000611,2026-07-08 00:00:00,2026-07-08 00:00:00,1442.25,1442.25,Paid,0,UPI
LP00004118,L000612,2023-09-02 00:00:00,2023-09-02 00:00:00,20016.0,20016.0,Paid,0,Auto Debit
LP00004119,L000612,2023-10-02 00:00:00,2023-10-02 00:00:00,20016.0,20016.0,Paid,0,UPI
LP00004120,L000612,2023-11-02 00:00:00,2023-11-02 00:00:00,20016.0,20016.0,Paid,0,NEFT
LP00004121,L000612,2023-12-02 00:00:00,2023-12-02 00:00:00,20016.0,20016.0,Paid,0,UPI
LP00004122,L000612,2024-01-02 00:00:00,2024-01-02 00:00:00,20016.0,20016.0,Paid,0,Auto Debit
LP00004123,L000613,2026-04-07 00:00:00,2026-04-07 00:00:00,4308.0,4308.0,Paid,0,NEFT
LP00004124,L000613,2026-05-07 00:00:00,2026-05-07 00:00:00,4308.0,4308.0,Paid,0,UPI
LP00004125,L000613,2026-06-07 00:00:00,2026-06-07 00:00:00,4308.0,4308.0,Paid,0,UPI
LP00004126,L000613,2026-07-07 00:00:00,2026-07-07 00:00:00,4308.0,4308.0,Paid,0,NEFT
LP00004127,L000615,2025-07-09 00:00:00,2025-07-09 00:00:00,3119.85,3119.85,Paid,0,UPI
LP00004128,L000615,2025-08-09 00:00:00,2025-08-09 00:00:00,3119.85,3119.85,Paid,0,Auto Debit
LP00004129,L000615,2025-09-09 00:00:00,2025-09-09 00:00:00,3119.85,3119.85,Paid,0,UPI
LP00004130,L000615,2025-10-09 00:00:00,2025-11-19 00:00:00,3119.85,2204.13,Overdue,41,UPI
LP00004131,L000615,2025-11-09 00:00:00,2025-11-09 00:00:00,3119.85,3119.85,Paid,0,UPI
LP00004132,L000617,2026-05-28 00:00:00,2026-05-28 00:00:00,2714.4,2714.4,Paid,0,Branch
LP00004133,L000617,2026-06-28 00:00:00,2026-06-28 00:00:00,2714.4,2714.4,Paid,0,UPI
LP00004134,L000618,2025-02-18 00:00:00,2025-02-18 00:00:00,70497.0,70497.0,Paid,0,NEFT
LP00004135,L000618,2025-03-18 00:00:00,2025-03-18 00:00:00,70497.0,70497.0,Paid,0,Auto Debit
LP00004136,L000618,2025-04-18 00:00:00,2025-04-18 00:00:00,70497.0,70497.0,Paid,0,Branch
LP00004137,L000618,2025-05-18 00:00:00,2025-05-18 00:00:00,70497.0,70497.0,Paid,0,NEFT
LP00004138,L000618,2025-06-18 00:00:00,2025-07-25 00:00:00,70497.0,64249.13,Overdue,37,Branch
LP00004139,L000618,2025-07-18 00:00:00,2025-07-18 00:00:00,70497.0,70497.0,Paid,0,Branch
LP00004140,L000621,2025-07-14 00:00:00,2025-07-14 00:00:00,1040.4,1040.4,Paid,0,Branch
LP00004141,L000621,2025-08-14 00:00:00,2025-08-14 00:00:00,1040.4,1040.4,Paid,0,Branch
LP00004142,L000621,2025-09-14 00:00:00,2025-09-14 00:00:00,1040.4,1040.4,Paid,0,NEFT
LP00004143,L000621,2025-10-14 00:00:00,2025-10-14 00:00:00,1040.4,1040.4,Paid,0,UPI
LP00004144,L000621,2025-11-14 00:00:00,2025-11-14 00:00:00,1040.4,1040.4,Paid,0,NEFT
LP00004145,L000621,2025-12-14 00:00:00,2025-12-14 00:00:00,1040.4,1040.4,Paid,0,Auto Debit
LP00004146,L000623,2025-10-05 00:00:00,2025-10-05 00:00:00,25752.0,25752.0,Paid,0,Auto Debit
LP00004147,L000623,2025-11-05 00:00:00,2025-11-05 00:00:00,25752.0,25752.0,Paid,0,NEFT
LP00004148,L000623,2025-12-05 00:00:00,2025-12-05 00:00:00,25752.0,25752.0,Paid,0,NEFT
LP00004149,L000623,2026-01-05 00:00:00,2026-01-05 00:00:00,25752.0,25752.0,Paid,0,UPI
LP00004150,L000623,2026-02-05 00:00:00,2026-02-05 00:00:00,25752.0,25752.0,Paid,0,Auto Debit
LP00004151,L000623,2026-03-05 00:00:00,2026-03-05 00:00:00,25752.0,25752.0,Paid,0,Auto Debit
LP00004152,L000623,2026-04-05 00:00:00,2026-04-05 00:00:00,25752.0,25752.0,Paid,0,Branch
LP00004153,L000623,2026-05-05 00:00:00,2026-05-31 00:00:00,25752.0,25752.0,Late,26,UPI
LP00004154,L000623,2026-06-05 00:00:00,2026-06-05 00:00:00,25752.0,25752.0,Paid,0,UPI
LP00004155,L000624,2025-07-21 00:00:00,2025-07-21 00:00:00,2816.1,2816.1,Paid,0,Branch
LP00004156,L000624,2025-08-21 00:00:00,2025-08-21 00:00:00,2816.1,2816.1,Paid,0,UPI
LP00004157,L000624,2025-09-21 00:00:00,2025-09-21 00:00:00,2816.1,2816.1,Paid,0,UPI
LP00004158,L000624,2025-10-21 00:00:00,2025-10-21 00:00:00,2816.1,2816.1,Paid,0,Branch
LP00004159,L000624,2025-11-21 00:00:00,2025-11-21 00:00:00,2816.1,2816.1,Paid,0,UPI
LP00004160,L000624,2025-12-21 00:00:00,2025-12-21 00:00:00,2816.1,2816.1,Paid,0,Branch
LP00004161,L000624,2026-01-21 00:00:00,2026-01-21 00:00:00,2816.1,2816.1,Paid,0,Branch
LP00004162,L000624,2026-02-21 00:00:00,2026-02-21 00:00:00,2816.1,2816.1,Paid,0,UPI
LP00004163,L000625,2024-07-23 00:00:00,2024-07-23 00:00:00,5538.0,5538.0,Paid,0,UPI
LP00004164,L000625,2024-08-23 00:00:00,2024-08-23 00:00:00,5538.0,5538.0,Paid,0,NEFT
LP00004165,L000625,2024-09-23 00:00:00,2024-09-23 00:00:00,5538.0,5538.0,Paid,0,Auto Debit
LP00004166,L000625,2024-10-23 00:00:00,2024-10-23 00:00:00,5538.0,5538.0,Paid,0,UPI
LP00004167,L000625,2024-11-23 00:00:00,2025-02-24 00:00:00,5538.0,4569.12,Overdue,93,NEFT
LP00004168,L000625,2024-12-23 00:00:00,2024-12-23 00:00:00,5538.0,5538.0,Paid,0,UPI
LP00004169,L000625,2025-01-23 00:00:00,2025-01-23 00:00:00,5538.0,5538.0,Paid,0,Branch
LP00004170,L000625,2025-02-23 00:00:00,2025-02-23 00:00:00,5538.0,5538.0,Paid,0,Auto Debit
LP00004171,L000625,2025-03-23 00:00:00,2025-03-23 00:00:00,5538.0,5538.0,Paid,0,UPI
LP00004172,L000627,2026-02-28 00:00:00,2026-02-28 00:00:00,1123.2,1123.2,Paid,0,UPI
LP00004173,L000627,2026-03-30 00:00:00,2026-03-30 00:00:00,1123.2,1123.2,Paid,0,Branch
LP00004174,L000627,2026-04-30 00:00:00,2026-04-30 00:00:00,1123.2,1123.2,Paid,0,UPI
LP00004175,L000627,2026-05-30 00:00:00,2026-05-30 00:00:00,1123.2,1123.2,Paid,0,NEFT
LP00004176,L000629,2023-05-28 00:00:00,2023-05-28 00:00:00,19725.0,19725.0,Paid,0,NEFT
LP00004177,L000629,2023-06-28 00:00:00,2023-06-28 00:00:00,19725.0,19725.0,Paid,0,Auto Debit
LP00004178,L000629,2023-07-28 00:00:00,2023-07-28 00:00:00,19725.0,19725.0,Paid,0,Auto Debit
LP00004179,L000629,2023-08-28 00:00:00,2023-08-28 00:00:00,19725.0,19725.0,Paid,0,NEFT
LP00004180,L000629,2023-09-28 00:00:00,2023-09-28 00:00:00,19725.0,19725.0,Paid,0,Auto Debit
LP00004181,L000629,2023-10-28 00:00:00,2023-10-28 00:00:00,19725.0,19725.0,Paid,0,Branch
LP00004182,L000629,2023-11-28 00:00:00,2023-11-28 00:00:00,19725.0,19725.0,Paid,0,UPI
LP00004183,L000629,2023-12-28 00:00:00,2023-12-28 00:00:00,19725.0,19725.0,Paid,0,Branch
LP00004184,L000629,2024-01-28 00:00:00,2024-01-28 00:00:00,19725.0,19725.0,Paid,0,NEFT
LP00004185,L000629,2024-02-28 00:00:00,2024-04-05 00:00:00,19725.0,10604.36,Overdue,37,Auto Debit
LP00004186,L000629,2024-03-28 00:00:00,2024-03-28 00:00:00,19725.0,19725.0,Paid,0,Branch
LP00004187,L000629,2024-04-28 00:00:00,2024-04-28 00:00:00,19725.0,19725.0,Paid,0,UPI
LP00004188,L000629,2024-05-28 00:00:00,2024-06-10 00:00:00,19725.0,19725.0,Late,13,Auto Debit
LP00004189,L000629,2024-06-28 00:00:00,2024-06-28 00:00:00,19725.0,19725.0,Paid,0,NEFT
LP00004190,L000629,2024-07-28 00:00:00,2024-09-30 00:00:00,19725.0,11299.11,Overdue,64,NEFT
LP00004191,L000629,2024-08-28 00:00:00,2024-08-28 00:00:00,19725.0,19725.0,Paid,0,Auto Debit
LP00004192,L000631,2026-01-12 00:00:00,2026-01-12 00:00:00,6181.2,6181.2,Paid,0,Branch
LP00004193,L000631,2026-02-12 00:00:00,2026-02-12 00:00:00,6181.2,6181.2,Paid,0,NEFT
LP00004194,L000631,2026-03-12 00:00:00,2026-03-12 00:00:00,6181.2,6181.2,Paid,0,Auto Debit
LP00004195,L000631,2026-04-12 00:00:00,2026-04-12 00:00:00,6181.2,6181.2,Paid,0,Branch
LP00004196,L000631,2026-05-12 00:00:00,2026-05-12 00:00:00,6181.2,6181.2,Paid,0,Branch
LP00004197,L000634,2024-01-01 00:00:00,2024-01-01 00:00:00,4857.0,4857.0,Paid,0,UPI
LP00004198,L000634,2024-02-01 00:00:00,2024-02-01 00:00:00,4857.0,4857.0,Paid,0,Branch
LP00004199,L000634,2024-03-01 00:00:00,2024-04-04 00:00:00,4857.0,3886.35,Overdue,34,NEFT
LP00004200,L000634,2024-04-01 00:00:00,2024-04-01 00:00:00,4857.0,4857.0,Paid,0,UPI
LP00004201,L000635,2025-02-20 00:00:00,2025-02-20 00:00:00,150345.0,150345.0,Paid,0,Auto Debit
LP00004202,L000635,2025-03-20 00:00:00,2025-03-20 00:00:00,150345.0,150345.0,Paid,0,Auto Debit
LP00004203,L000635,2025-04-20 00:00:00,2025-04-20 00:00:00,150345.0,150345.0,Paid,0,NEFT
LP00004204,L000635,2025-05-20 00:00:00,2025-05-20 00:00:00,150345.0,150345.0,Paid,0,UPI
LP00004205,L000635,2025-06-20 00:00:00,2025-06-20 00:00:00,150345.0,150345.0,Paid,0,Branch
LP00004206,L000635,2025-07-20 00:00:00,2025-07-20 00:00:00,150345.0,150345.0,Paid,0,Branch
LP00004207,L000635,2025-08-20 00:00:00,2025-11-11 00:00:00,150345.0,86786.23,Overdue,83,Branch
LP00004208,L000635,2025-09-20 00:00:00,2025-09-20 00:00:00,150345.0,150345.0,Paid,0,Auto Debit
LP00004209,L000635,2025-10-20 00:00:00,2025-10-20 00:00:00,150345.0,150345.0,Paid,0,Auto Debit
LP00004210,L000635,2025-11-20 00:00:00,2025-11-20 00:00:00,150345.0,150345.0,Paid,0,NEFT
LP00004211,L000635,2025-12-20 00:00:00,2025-12-20 00:00:00,150345.0,150345.0,Paid,0,NEFT
LP00004212,L000635,2026-01-20 00:00:00,2026-01-20 00:00:00,150345.0,150345.0,Paid,0,NEFT
LP00004213,L000635,2026-02-20 00:00:00,2026-02-20 00:00:00,150345.0,150345.0,Paid,0,NEFT
LP00004214,L000635,2026-03-20 00:00:00,2026-03-20 00:00:00,150345.0,150345.0,Paid,0,Branch
LP00004215,L000635,2026-04-20 00:00:00,2026-04-20 00:00:00,150345.0,150345.0,Paid,0,NEFT
LP00004216,L000635,2026-05-20 00:00:00,2026-05-20 00:00:00,150345.0,150345.0,Paid,0,NEFT
LP00004217,L000635,2026-06-20 00:00:00,2026-08-17 00:00:00,150345.0,107109.99,Overdue,58,Auto Debit
LP00004218,L000636,2026-03-22 00:00:00,2026-03-22 00:00:00,20535.0,20535.0,Paid,0,Auto Debit
LP00004219,L000636,2026-04-22 00:00:00,2026-04-22 00:00:00,20535.0,20535.0,Paid,0,Auto Debit
LP00004220,L000636,2026-05-22 00:00:00,2026-05-22 00:00:00,20535.0,20535.0,Paid,0,Branch
LP00004221,L000636,2026-06-22 00:00:00,2026-06-22 00:00:00,20535.0,20535.0,Paid,0,UPI
LP00004222,L000638,2026-07-07 00:00:00,2026-07-07 00:00:00,70407.0,70407.0,Paid,0,Branch
LP00004223,L000640,2023-09-05 00:00:00,2023-09-05 00:00:00,30366.0,30366.0,Paid,0,UPI
LP00004224,L000640,2023-10-05 00:00:00,2023-12-27 00:00:00,30366.0,15099.6,Overdue,83,Branch
LP00004225,L000640,2023-11-05 00:00:00,2023-11-05 00:00:00,30366.0,30366.0,Paid,0,NEFT
LP00004226,L000640,2023-12-05 00:00:00,2023-12-05 00:00:00,30366.0,30366.0,Paid,0,Auto Debit
LP00004227,L000640,2024-01-05 00:00:00,2024-01-05 00:00:00,30366.0,30366.0,Paid,0,Branch
LP00004228,L000640,2024-02-05 00:00:00,2024-02-05 00:00:00,30366.0,30366.0,Paid,0,Branch
LP00004229,L000640,2024-03-05 00:00:00,2024-03-05 00:00:00,30366.0,30366.0,Paid,0,Branch
LP00004230,L000640,2024-04-05 00:00:00,2024-04-05 00:00:00,30366.0,30366.0,Paid,0,Auto Debit
